**************************************
*    e-Kinetics Rate Coefficients    *
**************************************

ID   Ine.R.Coeff.(m^3s^-1) Sup.R.Coeff.(m^3s^-1) Threshold(eV)         Description
   1 2.62310880494598e-17  (N/A)                 0.00000000000000e+00  e+O2(X)->O(-,gnd)+O(3P),Attachment
   2 6.37349392121396e-14  (N/A)                 0.00000000000000e+00  e+O2(X)->e+O2(X),Effective
   3 5.34596280133361e-16  5.99054336548543e-16  1.90000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=1),Vibrational
   4 2.35418229739379e-16  2.94945319587476e-16  3.80000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=2),Vibrational
   5 9.47291044637242e-17  1.42784308371766e-16  6.00000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=3),Vibrational
   6 4.92474914133989e-17  8.80753805421576e-17  8.00000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=4),Vibrational
   7 5.30586023594690e-16  1.22503072712051e-15  9.77000000000000e-01  e+O2(X)<->e+O2(a1Dg),Excitation
   8 1.25053244607610e-16  7.51948629158505e-16  1.62700000000000e+00  e+O2(X)<->e+O2(b1Sg+),Excitation
   9 2.13947081111680e-16  5.49499005866446e-16  4.50000000000000e+00  e+O2(X)<->e+O2(A3Su+_C3Du_c1Su-),Excitation
  10 2.70600778428881e-16  (N/A)                 6.00000000000000e+00  e+O2(X)->e+2O(3P),Excitation
  11 1.82911390461755e-16  (N/A)                 8.40000000000000e+00  e+O2(X)->e+O(3P)+O(1D),Excitation
  12 5.51437363297386e-20  (N/A)                 9.97000000000000e+00  e+O2(X)->e+O2(9.97eV),Excitation
  13 3.81841241340615e-22  (N/A)                 1.47000000000000e+01  e+O2(X)->e+O2(14.7eV),Excitation
  14 1.42080851061474e-19  (N/A)                 1.21000000000000e+01  e+O2(X)->e+e+O2(+,X),Ionization
 120 6.13664690075822e-14  (N/A)                 0.00000000000000e+00  e+O2(X)->e+O2(X),Elastic
 121 6.13664690075822e-14  (N/A)                 0.00000000000000e+00  e+O2(a1Dg)->e+O2(a1Dg),Elastic
 122 6.13664690075822e-14  (N/A)                 0.00000000000000e+00  e+O2(b1Sg+)->e+O2(b1Sg+),Elastic
 123 6.13664690075822e-14  (N/A)                 0.00000000000000e+00  e+O2(A3Su+_C3Du_c1Su-)->e+O2(A3Su+_C3Du_c1Su-),Elastic
  15 4.30193874668415e-14  (N/A)                 0.00000000000000e+00  e+O(3P)->e+O(3P),Elastic
  16 1.85665249485547e-15  7.54383575074061e-15  1.96000000000000e+00  e+O(3P)<->e+O(1D),Excitation
  17 9.94702652851706e-17  6.36166535092255e-15  4.18000000000000e+00  e+O(3P)<->e+O(1S),Excitation
  18 5.28194655973312e-18  (N/A)                 9.20000000000000e+00  e+O(3P)->e+O(4S0),Excitation
  19 1.93585677762544e-20  (N/A)                 1.25000000000000e+01  e+O(3P)->e+O(2D0),Excitation
  20 7.72761449732924e-22  (N/A)                 1.41000000000000e+01  e+O(3P)->e+O(2P0),Excitation
  21 3.10530762640747e-22  (N/A)                 1.57000000000000e+01  e+O(3P)->e+O(3P0),Excitation
  22 4.74213576745594e-20  (N/A)                 1.36000000000000e+01  e+O(3P)->e+e+O(+,gnd),Ionization
  23 4.30193874668415e-14  (N/A)                 0.00000000000000e+00  e+O(1D)->e+O(1D),Elastic
  24 4.30193874668415e-14  (N/A)                 0.00000000000000e+00  e+O(1S)->e+O(1S),Elastic
  25 3.69619621704119e-18  (N/A)                 3.90000000000000e+00  e+CO2(X)->CO(X)+O(-,gnd),Attachment
  26 8.44781019993133e-14  (N/A)                 0.00000000000000e+00  e+CO2(X)->e+CO2(X),Elastic
  27 9.30088726621026e-15  4.75184454657525e-15  8.30000000000000e-02  e+CO2(X,v=00001)<->e+CO2(X,v=01101),Vibrational
  28 2.75383644365649e-15  1.46378727849009e-15  1.67000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=02201),Vibrational
  29 3.63150584635208e-15  1.92254746901696e-15  1.67000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=10002),Vibrational
  30 4.32271889789857e-16  2.34061603716464e-16  2.52000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=03301),Vibrational
  31 8.64543787056714e-16  2.34061606012112e-16  2.52000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=11102),Vibrational
  32 5.66453249149321e-15  6.20584277811686e-15  2.91000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=00011),Vibrational
  33 1.20830516333483e-16  6.64888703509370e-17  3.39000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=04401),Vibrational
  34 2.41661032666966e-16  6.64888703509370e-17  3.39000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=12202),Vibrational
  35 1.20316443287078e-15  4.45012116179678e-16  3.39000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=20003),Vibrational
  36 1.20830516333483e-16  6.64888703509370e-17  3.39000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=01111),Vibrational
  37 5.07592234086107e-17  2.88316322899526e-17  4.22000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=05501),Vibrational
  38 1.01518446817221e-16  2.88316322899526e-17  4.22000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=13302),Vibrational
  39 1.52277670225832e-16  2.88316322899526e-17  4.22000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=21103),Vibrational
  40 5.07592234086107e-17  2.88316322899526e-17  4.22000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=02211),Vibrational
  41 5.07592234086107e-17  2.88316322899526e-17  4.22000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=10012),Vibrational
  42 3.41027740741413e-16  (N/A)                 5.05000000000000e-01  e+CO2(X,v=00001)->e+CO2(X,v=30004),Vibrational
  43 2.14652673993294e-17  (N/A)                 5.05000000000000e-01  e+CO2(X,v=00001)->e+CO2(X,v=06601),Vibrational
  44 4.29305357246742e-17  1.24207369750487e-17  5.05000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=14402),Vibrational
  45 6.43958032322753e-17  1.24207369065360e-17  5.05000000000000e-01  e+CO2(X,v=00001)<->e+CO2(X,v=22203),Vibrational
  46 5.68415906930726e-16  (N/A)                 2.50000000000000e+00  e+CO2(X,v=00001)->e+CO2(X,v=0n0+n00),Vibrational
  47 5.49803291169410e-17  (N/A)                 7.00000000000000e+00  e+CO2(X)->e+CO(X)+O(1D),Excitation
  48 3.11555198329332e-16  (N/A)                 7.00000000000000e+00  e+CO2(X)->e+CO2(e1),Excitation
  49 1.15348918651475e-17  (N/A)                 1.05000000000000e+01  e+CO2(X)->e+CO(a3P)+O(3P),Excitation
  50 4.50376129489202e-20  (N/A)                 1.38000000000000e+01  e+CO2(X)->e+e+CO2(+,X),Ionization
  51 1.43409983639482e-19  (N/A)                 9.20000000000000e+00  e+CO(X)->C(X)+O(-,gnd),Attachment
  52 1.54766903275812e-13  (N/A)                 0.00000000000000e+00  e+CO(X)->e+CO(X),Elastic
  53 1.39938740152653e-14  1.49353630816195e-14  2.66000000000000e-01  e+CO(X,v=0)<->e+CO(X,v=1),Vibrational
  54 4.40812437948580e-15  5.01462130757530e-15  5.40000000000000e-01  e+CO(X,v=0)<->e+CO(X,v=2),Vibrational
  55 2.02442483642600e-15  2.43763623219514e-15  8.10000000000000e-01  e+CO(X,v=0)<->e+CO(X,v=3),Vibrational
  56 1.08559414069350e-15  1.38553970400477e-15  1.07000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=4),Vibrational
  57 5.07842778239311e-16  6.83100360435346e-16  1.33000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=5),Vibrational
  58 2.05554729522511e-16  2.95635175764314e-16  1.59000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=6),Vibrational
  59 7.61278664382189e-17  1.16298495289371e-16  1.84000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=7),Vibrational
  60 3.65143093650913e-17  5.81555001771509e-17  2.09000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=8),Vibrational
  61 1.52519606280153e-17  2.59288779741855e-17  2.33000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=9),Vibrational
  62 5.30642666444758e-18  9.64350816281130e-18  2.58000000000000e+00  e+CO(X,v=0)<->e+CO(X,v=10),Vibrational
  63 6.12470860110389e-16  (N/A)                 6.00600000000000e+00  e+CO(X)->e+CO(a3P),Excitation
  64 4.63510328776992e-17  (N/A)                 6.80000000000000e+00  e+CO(X)->e+CO(a'3Su+),Excitation
  65 7.32639996823335e-17  (N/A)                 8.02400000000000e+00  e+CO(X)->e+CO(A1P),Excitation
  66 6.32478978334691e-19  (N/A)                 1.03990000000000e+01  e+CO(X)->e+CO(b3Su+),Excitation
  67 3.75876450336775e-19  (N/A)                 1.07770000000000e+01  e+CO(X)->e+CO(B1Su+),Excitation
  68 6.00442989713377e-19  (N/A)                 1.11000000000000e+01  e+CO(X)->e+C(X)+O(3P),Excitation
  69 1.09458757717659e-19  (N/A)                 1.13960000000000e+01  e+CO(X)->e+CO(C1Su+),Excitation
  70 4.45642436739204e-19  (N/A)                 1.15240000000000e+01  e+CO(X)->e+CO(E1P),Excitation
  71 2.41086972101660e-20  (N/A)                 1.40100000000000e+01  e+CO(X)->e+e+CO(+,X),Ionization
  72 2.37798617004343e-15  7.92662056681143e-16  4.79992000000000e-04  e+CO(X,v=0,J=0)<->e+CO(X,v=0,J=1),Rotational
  73 1.46854745904272e-15  8.81128475425630e-16  9.59985000000000e-04  e+CO(X,v=0,J=1)<->e+CO(X,v=0,J=2),Rotational
  74 1.26112174723950e-15  9.00801248028216e-16  1.43998000000000e-03  e+CO(X,v=0,J=2)<->e+CO(X,v=0,J=3),Rotational
  75 1.15885325927316e-15  9.01330312768016e-16  1.91997000000000e-03  e+CO(X,v=0,J=3)<->e+CO(X,v=0,J=4),Rotational
  76 1.09651137548311e-15  8.97145670849820e-16  2.39996000000000e-03  e+CO(X,v=0,J=4)<->e+CO(X,v=0,J=5),Rotational
  77 1.05480065732158e-15  8.92523633118257e-16  2.87995000000000e-03  e+CO(X,v=0,J=5)<->e+CO(X,v=0,J=6),Rotational
  78 1.02054936226460e-15  8.84476113962657e-16  3.35995000000000e-03  e+CO(X,v=0,J=6)<->e+CO(X,v=0,J=7),Rotational
  79 9.93039096724565e-16  8.76210967698145e-16  3.83994000000000e-03  e+CO(X,v=0,J=7)<->e+CO(X,v=0,J=8),Rotational
  80 9.70153010897573e-16  8.68031641329408e-16  4.31993000000000e-03  e+CO(X,v=0,J=8)<->e+CO(X,v=0,J=9),Rotational
  81 9.50617387291999e-16  8.60082398026094e-16  4.79992000000000e-03  e+CO(X,v=0,J=9)<->e+CO(X,v=0,J=10),Rotational
  82 9.33603826507165e-16  8.52420885071759e-16  5.27992000000000e-03  e+CO(X,v=0,J=10)<->e+CO(X,v=0,J=11),Rotational
  83 9.18554419083294e-16  8.45070065556631e-16  5.75991000000000e-03  e+CO(X,v=0,J=11)<->e+CO(X,v=0,J=12),Rotational
  84 9.05074026533329e-16  8.38031506049378e-16  6.23990000000000e-03  e+CO(X,v=0,J=12)<->e+CO(X,v=0,J=13),Rotational
  85 8.92874711040916e-16  8.31297144762232e-16  6.71989000000000e-03  e+CO(X,v=0,J=13)<->e+CO(X,v=0,J=14),Rotational
  86 8.81734619128283e-16  8.24848514668394e-16  7.19989000000000e-03  e+CO(X,v=0,J=14)<->e+CO(X,v=0,J=15),Rotational
  87 8.71489860270898e-16  8.18672292981753e-16  7.67988000000000e-03  e+CO(X,v=0,J=15)<->e+CO(X,v=0,J=16),Rotational
  88 8.62009484382715e-16  8.12751799560846e-16  8.15987000000000e-03  e+CO(X,v=0,J=16)<->e+CO(X,v=0,J=17),Rotational

**************************************
* e-Kinetics Extra Rate Coefficients *
**************************************

ID   Ine.R.Coeff.(m^3s^-1) Sup.R.Coeff.(m^3s^-1) Threshold(eV)         Description
  89 2.19322707146620e-23  (N/A)                 1.68100000000000e+01  e+O2(X)->e+e+O(3P)+O(+,gnd),Ionization
  90 1.36832542437472e-16  (N/A)                 3.92000000000000e+00  e+O2(a1Dg)->O(-,gnd)+O(3P),Attachment
  91 2.09996659190754e-15  5.33987133102391e-15  6.50000000000000e-01  e+O2(a1Dg)<->e+O2(b1Sg+),Excitation
  92 8.37971077441011e-16  (N/A)                 4.00000000000000e+00  e+O2(a1Dg)->e+2O(3P),Excitation
  93 1.40178721948749e-15  (N/A)                 4.00000000000000e+00  e+O2(b1Sg+)->e+2O(3P),Excitation
  94 8.33837029130135e-16  (N/A)                 6.77300000000000e+00  e+O2(b1Sg+)->e+O(3P)+O(1D),Excitation
  95 4.83247713447658e-16  (N/A)                 7.42300000000000e+00  e+O2(a1Dg)->e+O(3P)+O(1D),Excitation
  96 4.04442672348270e-19  (N/A)                 1.12000000000000e+01  e+O2(a1Dg)->e+e+O2(+,X),Ionization
  97 7.45442288051589e-23  (N/A)                 1.58300000000000e+01  e+O2(a1Dg)->e+e+O(3P)+O(+,gnd),Ionization
  98 1.31001878638576e-14  (N/A)                 3.60000000000000e+00  e+O(-,gnd)->e+O(3P),Excitation
 100 1.43409983639482e-19  (N/A)                 9.20000000000000e+00  e+CO(X,v=0)->C(X)+O(-,gnd),Attachment
 101 6.12470860110389e-16  3.80520950097536e-15  6.00600000000000e+00  e+CO(X)<->e+CO(a3P),Excitation
 102 4.63510328776992e-17  (N/A)                 6.80000000000000e+00  e+CO(X,v=0)->e+CO(a'3Su+),Excitation
 103 7.32639996823335e-17  (N/A)                 8.02400000000000e+00  e+CO(X,v=0)->e+CO(A1P),Excitation
 104 6.32478978334691e-19  (N/A)                 1.03990000000000e+01  e+CO(X,v=0)->e+CO(b3Su+),Excitation
 105 3.75876450336775e-19  (N/A)                 1.07770000000000e+01  e+CO(X,v=0)->e+CO(B1Su+),Excitation
 106 6.00442989713377e-19  (N/A)                 1.11000000000000e+01  e+CO(X,v=0)->e+C(X)+O(3P),Excitation
 107 1.09458757717659e-19  (N/A)                 1.13960000000000e+01  e+CO(X,v=0)->e+CO(C1Su+),Excitation
 108 4.45642436739204e-19  (N/A)                 1.15240000000000e+01  e+CO(X,v=0)->e+CO(E1P),Excitation
 109 2.41086972101660e-20  (N/A)                 1.40100000000000e+01  e+CO(X,v=0)->e+e+CO(+,X),Ionization
 110 3.31682137602396e-20  (N/A)                 1.37442700000000e+01  e+CO(X,v=1)->e+e+CO(+,X),Ionization
 111 4.53937286674705e-20  (N/A)                 0.00000000000000e+00  e+CO(X,v=2)->e+e+CO(+,X),Ionization
 112 6.18112928128207e-20  (N/A)                 1.32227100000000e+01  e+CO(X,v=3)->e+e+CO(+,X),Ionization
 113 8.37434166728778e-20  (N/A)                 0.00000000000000e+00  e+CO(X,v=4)->e+e+CO(+,X),Ionization
 114 1.12897136937921e-19  (N/A)                 0.00000000000000e+00  e+CO(X,v=5)->e+e+CO(+,X),Ionization
 115 1.51461135027977e-19  (N/A)                 1.24650700000000e+01  e+CO(X,v=6)->e+e+CO(+,X),Ionization
 116 2.02216476717368e-19  (N/A)                 1.22191200000000e+01  e+CO(X,v=7)->e+e+CO(+,X),Ionization
 117 2.68653346476236e-19  (N/A)                 0.00000000000000e+00  e+CO(X,v=8)->e+e+CO(+,X),Ionization
 118 3.55173938829893e-19  (N/A)                 1.17371000000000e+01  e+CO(X,v=9)->e+e+CO(+,X),Ionization
 119 4.67187257027267e-19  (N/A)                 1.15010300000000e+01  e+CO(X,v=10)->e+e+CO(+,X),Ionization
  99 2.26756084445318e-15  (N/A)                 6.00000000000000e+00  e+O3(X)->e+O(3P)+O2(X),Excitation

**************************************
*     Chemistry Rate Coefficients    *
**************************************

ID   Dir.R.Coeff.(S.I.)    Inv.R.Coeff.(S.I.)    Enthalpy(eV)          Net.Reac.Rate(m^-3s^-1) Description
   1 5.30586023594690e-16  1.22503072712051e-15  +0.00000000000000e+00 +4.74378673553749e+21   e+O2(X)<->e+O2(a1Dg),eedf
   2 1.25053244607610e-16  7.51948629158505e-16  +0.00000000000000e+00 +1.45697035985018e+21   e+O2(X)<->e+O2(b1Sg+),eedf
   3 2.09996659190754e-15  5.33987133102391e-15  +0.00000000000000e+00 +2.46805997495367e+21   e+O2(a1Dg)<->e+O2(b1Sg+),eedf
   4 1.85665249485547e-15  7.54383575074061e-15  +0.00000000000000e+00 +3.92925198235529e+21   e+O(3P)<->e+O(1D),eedf
   5 2.13947081111680e-16  5.49499005866446e-16  +0.00000000000000e+00 +2.52252698417524e+21   e+O2(X)<->e+O2(A3Su+_C3Du_c1Su-),eedf
   6 2.70600778428881e-16  (N/A)                 +8.40000000000000e-01 +3.19147887045293e+21   e+O2(X)->e+2O(3P),eedf
   7 1.82911390461755e-16  (N/A)                 +1.27000000000000e+00 +2.15726592219424e+21   e+O2(X)->e+O(3P)+O(1D),eedf
   8 8.37971077441011e-16  (N/A)                 +8.40000000000000e-01 +1.03561795259012e+21   e+O2(a1Dg)->e+2O(3P),eedf
   9 4.83247713447658e-16  (N/A)                 +1.27000000000000e+00 +5.97228258907002e+20   e+O2(a1Dg)->e+O(3P)+O(1D),eedf
  10 1.40178721948749e-15  (N/A)                 +8.40000000000000e-01 +3.33949194227715e+19   e+O2(b1Sg+)->e+2O(3P),eedf
  11 8.33837029130135e-16  (N/A)                 +1.27000000000000e+00 +1.98645843052449e+19   e+O2(b1Sg+)->e+O(3P)+O(1D),eedf
  12 2.26756084445318e-15  (N/A)                 +4.90000000000000e+00 +6.55492903409734e+18   e+O3(X)->e+O(3P)+O2(X),eedf
  13 1.42080851061474e-19  (N/A)                 +0.00000000000000e+00 +1.67570853525035e+18   e+O2(X)->2e+O2(+,X),eedf
  14 4.04442672348270e-19  (N/A)                 +0.00000000000000e+00 +4.99835977103728e+17   e+O2(a1Dg)->2e+O2(+,X),eedf
  15 4.74213576745594e-20  (N/A)                 +0.00000000000000e+00 +1.00487604398781e+17   e+O(3P)->2e+O(+,gnd),eedf
  16 1.31001878638576e-14  (N/A)                 +0.00000000000000e+00 +1.35195009031578e+17   e+O(-,gnd)->2e+O(3P),eedf
  17 2.19322707146620e-23  (N/A)                 +0.00000000000000e+00 +2.58670277939698e+14   e+O2(X)->2e+O(3P)+O(+,gnd),eedf
  18 7.45442288051589e-23  (N/A)                 +0.00000000000000e+00 +9.21264989817532e+13   e+O2(a1Dg)->2e+O(3P)+O(+,gnd),eedf
  19 2.62310880494598e-17  (N/A)                 +1.27000000000000e+00 +3.09370740708507e+20   e+O2(X)->O(-,gnd)+O(3P),eedf
  20 1.36832542437472e-16  (N/A)                 +1.27000000000000e+00 +1.69106358514827e+20   e+O2(a1Dg)->O(-,gnd)+O(3P),eedf
  21 5.26301211924583e-15  (N/A)                 +6.91000000000000e+00 +3.92933083169922e+17   e+O2(+,X)->2O(3P),powerElectronTemp
  22 9.35646598977037e-15  (N/A)                 +4.95000000000000e+00 +6.98547703413194e+17   e+O2(+,X)->O(3P)+O(1D),powerElectronTemp
  23 7.00000000000000e-22  (N/A)                 +9.80000000000000e-01 +2.86435680840449e+19   O2(a1Dg)+O(3P)->O2(X)+O(3P),constantRateCoeff
  24 3.00000000000000e-44  (N/A)                 +9.80000000000000e-01 +1.80976954670028e+18   O2(a1Dg)+O(3P)+O2(X)->O2(X)+O(3P)+O2(X),constantRateCoeff
  25 1.74433537143964e-23  (N/A)                 +3.30000000000000e-01 +4.16285319737918e+17   2O2(a1Dg)->O2(b1Sg+)+O2(X),modifiedArrheniusGasTemp
  26 2.11708009976814e-24  (N/A)                 +9.80000000000000e-01 +4.82159567557459e+17   O2(a1Dg)+O2(X)->O2(X)+O2(X),powerGasTemp
  27 4.00000000000000e-20  (N/A)                 +6.50000000000000e-01 +3.15512689276486e+19   O2(b1Sg+)+O(3P)->O2(a1Dg)+O(3P),constantRateCoeff
  28 4.02399890727780e-20  (N/A)                 +1.63000000000000e+00 +3.17405679220215e+19   O2(b1Sg+)+O(3P)->O2(X)+O(3P),arrheniusSumGasTemp
  29 1.41750430738433e-23  (N/A)                 -3.30000000000000e-01 +1.11810149020958e+16   O2(b1Sg+)+O(3P)->O2(X)+O(1D),modifiedArrheniusGasTemp
  30 4.95000000000000e-18  (N/A)                 +4.50000000000000e+00 +2.31271099396413e+20   O2(A3Su+_C3Du_c1Su-)+O(3P)->O2(X)+O(3P),constantRateCoeff
  31 2.70000000000000e-18  (N/A)                 +1.56000000000000e+00 +1.26147872398044e+20   O2(A3Su+_C3Du_c1Su-)+O(3P)->O(1D)+O2(a1Dg),constantRateCoeff
  32 1.35000000000000e-18  (N/A)                 +9.10000000000000e-01 +6.30739361990218e+19   O2(A3Su+_C3Du_c1Su-)+O(3P)->O(1D)+O2(b1Sg+),constantRateCoeff
  33 2.30000000000000e-20  (N/A)                 +4.50000000000000e+00 +5.98092593986448e+18   O2(A3Su+_C3Du_c1Su-)+O2(X)->O2(X)+O2(X),constantRateCoeff
  34 1.86000000000000e-19  (N/A)                 +3.52000000000000e+00 +4.83674880354258e+19   O2(A3Su+_C3Du_c1Su-)+O2(X)->O2(a1Dg)+O2(X),constantRateCoeff
  35 2.10000000000000e-20  (N/A)                 +2.87000000000000e+00 +5.46084542335453e+18   O2(A3Su+_C3Du_c1Su-)+O2(X)->O2(b1Sg+)+O2(X),constantRateCoeff
  36 8.00000000000000e-18  (N/A)                 +1.96000000000000e+00 +1.77774891922435e+20   O(1D)+O(3P)->O(3P)+O(3P),constantRateCoeff
  37 3.67640243377241e-45  (N/A)                 +5.16000000000000e+00 +3.80270848922987e+17   2O(3P)+O2(X)->O2(X)+O2(X),modifiedArrheniusGasTemp
  38 2.42642560628979e-45  (N/A)                 +4.18000000000000e+00 +2.50978760289172e+17   2O(3P)+O2(X)->O2(a1Dg)+O2(X),modifiedArrheniusGasTemp
  39 1.24997682748262e-45  (N/A)                 +3.53000000000000e+00 +1.29292088633816e+17   2O(3P)+O2(X)->O2(b1Sg+)+O2(X),modifiedArrheniusGasTemp
  40 7.08750475996350e-45  (N/A)                 +5.16000000000000e+00 +1.31716120324555e+17   2O(3P)+O(3P)->O2(X)+O(3P),powerGasTemp
  41 8.84834689236540e-18  (N/A)                 +1.96000000000000e+00 +1.09437710671883e+21   O(1D)+O2(X)->O(3P)+O2(X),arrheniusGasTemp
  42 1.01123964484176e-18  (N/A)                 +9.80000000000000e-01 +1.25071669339295e+20   O(1D)+O2(X)->O(3P)+O2(a1Dg),arrheniusGasTemp
  43 3.23596686349363e-17  (N/A)                 +3.30000000000000e-01 +4.00229341885744e+21   O(1D)+O2(X)->O(3P)+O2(b1Sg+),arrheniusGasTemp
