Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
8.68055555555556e-03 3.77603944819390e-01 1.12096473417372e-02 
2.60416666666667e-02 3.77057177403629e-01 9.37445186078848e-03 
4.34027777777778e-02 3.76032302011359e-01 1.82329751645165e-02 
6.07638888888889e-02 3.74667366762249e-01 2.55276871347626e-02 
7.81250000000000e-02 3.73133718056169e-01 3.06905536573290e-02 
9.54861111111111e-02 3.71521552354664e-01 3.41462644593162e-02 
1.12847222222222e-01 3.69922813875966e-01 3.63157965977500e-02 
1.30208333333333e-01 3.68354397337543e-01 3.77030288269028e-02 
1.47569444444444e-01 3.66789510430850e-01 3.92198452467742e-02 
1.64930555555556e-01 3.65211174694760e-01 4.10334453170317e-02 
1.82291666666667e-01 3.63657143854224e-01 4.20223064075736e-02 
1.99652777777778e-01 3.62149932143606e-01 4.24139495187645e-02 
2.17013888888889e-01 3.60666698968604e-01 4.29169996269303e-02 
2.34375000000000e-01 3.59194009468306e-01 4.32028125181718e-02 
2.51736111111111e-01 3.57745678278884e-01 4.33037068532296e-02 
2.69097222222222e-01 3.56328444922904e-01 4.47602317491615e-02 
2.86458333333333e-01 3.54859802666798e-01 4.74991630367708e-02 
3.03819444444445e-01 3.53350773715272e-01 4.84979022940831e-02 
3.21180555555556e-01 3.51884614584859e-01 4.76495831038001e-02 
3.38541666666667e-01 3.50411808887800e-01 4.66126304936690e-02 
3.55902777777778e-01 3.49029802416787e-01 4.53729202513459e-02 
3.73263888888889e-01 3.47698583030133e-01 4.41060238182969e-02 
3.90625000000000e-01 3.46404437332453e-01 4.44348223621911e-02 
4.07986111111111e-01 3.45056165369324e-01 4.62498639928216e-02 
4.25347222222222e-01 3.43655407243412e-01 4.71256136660600e-02 
4.42708333333333e-01 3.42256683913920e-01 4.63753695124102e-02 
4.60069444444445e-01 3.40749927021599e-01 4.45820202427252e-02 
4.77430555555556e-01 3.39456426019210e-01 4.29381119985953e-02 
4.94791666666667e-01 3.38196993937970e-01 4.22553271210998e-02 
5.12152777777778e-01 3.36955015384359e-01 4.28078023397431e-02 
5.29513888888889e-01 3.35665096440939e-01 4.46098130257537e-02 
5.46875000000000e-01 3.34319371212878e-01 4.57045733890453e-02 
