% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=405312, Mon Aug  4 13:22:42 2025, <python>{}</python>
14 448 0.30743558416247174 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
15 480 0.27892695349042473 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
16 512 0.2748917204019304 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
17 544 0.27248341138468557 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
18 576 0.2654723969701778 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
19 608 0.2750521843634378 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
20 640 0.2847007915913316 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
21 672 0.31246892119761965 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
22 704 0.31863241946287896 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
23 736 0.3009129488835433 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
24 768 0.2830063380461007 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
25 800 0.25518388757112687 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
26 832 0.22019378884509047 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
27 864 0.21295756271316982 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
28 896 0.19170043416787538 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
29 928 0.19615564506361455 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
30 960 0.18014103344356297 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
31 992 0.1700784149574751 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
32 1024 0.15730382151635824 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
33 1056 0.15093757424011278 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
34 1088 0.14837906014247335 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
35 1120 0.13472507432702582 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
36 1152 0.14349102764939298 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
37 1184 0.15456869608041418 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
38 1216 0.16638676648583528 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
39 1248 0.1737958332541287 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
40 1280 0.18158447604470032 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
41 1312 0.18319031544890213 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
42 1344 0.18367691196685584 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
43 1376 0.16267444222958488 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
44 1408 0.1556026947145142 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
45 1440 0.14515762939750673 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
46 1472 0.14582569306471552 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
47 1504 0.14818374125662706 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
48 1536 0.14475324559316563 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
49 1568 0.13039016804505882 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
50 1600 0.12443222352317404 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
51 1632 0.12300592031694974 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
52 1664 0.11516260247358605 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
53 1696 0.10920930249611965 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
54 1728 0.09624220557232127 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
55 1760 0.09498909901399252 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
56 1792 0.08418727332420724 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
57 1824 0.077681588883129 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
58 1856 0.07314232745443955 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
59 1888 0.07103290216559942 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
60 1920 0.07321719881742984 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
61 1952 0.06913078900011665 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
62 1984 0.06597962091662142 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
63 2016 0.06095047308903288 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
64 2048 0.05514770990165555 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
65 2080 0.053558558078161844 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
66 2112 0.053663855938257676 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
67 2144 0.05466256810436433 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
68 2176 0.058516599166274906 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
69 2208 0.062201542703772844 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
70 2240 0.05664248319177169 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
71 2272 0.056654703122353205 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
72 2304 0.05818985186025143 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
73 2336 0.05980597524294657 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
74 2368 0.06065375302717562 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
75 2400 0.06614786131083926 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
76 2432 0.06522499751714421 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
77 2464 0.06641527302099035 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
78 2496 0.07168443471449414 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
79 2528 0.0704567383527657 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
80 2560 0.07354202058140082 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
81 2592 0.07482438476079163 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
82 2624 0.08001764326815332 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
83 2656 0.09543463328899457 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
84 2688 0.1156778984177375 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
85 2720 0.1272229276924206 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
86 2752 0.13604154454566741 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
87 2784 0.14323073706481376 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
88 2816 0.15489808683412898 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
89 2848 0.16023159491894712 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
90 2880 0.17823086115969464 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
91 2912 0.16658916381512204 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
92 2944 0.1649203537892305 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
93 2976 0.16741397834514202 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
94 3008 0.16299643381046175 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
95 3040 0.15760975801373564 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
96 3072 0.14502880608250787 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
97 3104 0.14644111939219354 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
98 3136 0.14952464992299805 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
99 3168 0.14562966687019488 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
100 3200 0.1439640377622463 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
101 3232 0.14185449860650204 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
102 3264 0.13206107023894811 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
103 3296 0.12127865524923347 1 0 0.6408872061531725 0.6223908016383334 0.6666615384812623 0.6666589744033529 0.6666564103353053 0.6666538462771195 0.6666512822287955 0.6666487181903331 0.6666461541617325 0.6666435901429933 0.6666410261341159 0.6666384621351 0.6666358981459457
