Species               Population
--------------------------------------------------------------------------------------------------
O2[41.657698%]
 O2(X)                9.24657798319038e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             7.46145190741107e-02
 O2(b1Sg+)            6.89682968417418e-04
 O2(A3Su+_C3Du_c1Su-) 3.79996384342099e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[19.058728%]
 O(3P)                9.99791484498293e-01
 O(1D)                2.08515501706487e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[15.475031%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[23.808543%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99924508578812e-01
 | | CO(X,v=0,J=0)    | | 9.09556044811749e-03
 | | CO(X,v=0,J=1)    | | 2.68238924703327e-02
 | | CO(X,v=0,J=2)    | | 4.32028810714272e-02
 | | CO(X,v=0,J=3)    | | 5.74584605517402e-02
 | | CO(X,v=0,J=4)    | | 6.89894649040281e-02
 | | CO(X,v=0,J=5)    | | 7.74084468106149e-02
 | | CO(X,v=0,J=6)    | | 8.25592049793045e-02
 | | CO(X,v=0,J=7)    | | 8.45105582878492e-02
 | | CO(X,v=0,J=8)    | | 8.35289986509336e-02
 | | CO(X,v=0,J=9)    | | 8.00353183948351e-02
 | | CO(X,v=0,J=10)   | | 7.45518068120226e-02
 | | CO(X,v=0,J=11)   | | 6.76470087394782e-02
 | | CO(X,v=0,J=12)   | | 5.98844042172786e-02
 | | CO(X,v=0,J=13)   | | 5.17799387042503e-02
 | | CO(X,v=0,J=14)   | | 4.37714455419350e-02
 | | CO(X,v=0,J=15)   | | 3.62010184764778e-02
 | | CO(X,v=0,J=16)   | | 2.93096288695707e-02
 | | CO(X,v=0,J=17)   | | 2.32419620698038e-02
 | CO(X,v=1)          | 7.54850103111582e-05
 | CO(X,v=2)          | 6.41026432610371e-09
 | CO(X,v=3)          | 6.12368539901283e-13
 | CO(X,v=4)          | 6.58069128808654e-17
 | CO(X,v=5)          | 7.95521420895211e-21
 | CO(X,v=6)          | 1.08181737585772e-24
 | CO(X,v=7)          | 1.65492280574217e-28
 | CO(X,v=8)          | 2.84789021053744e-32
 | CO(X,v=9)          | 5.51303130321841e-36
 | CO(X,v=10)         | 1.20054761109235e-39
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
