Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
8.68055555555556e-03 2.14954814477981e-01 -2.05088723453148e-03 
2.60416666666667e-02 2.14985497360351e-01 -8.89234769259300e-04 
4.34027777777778e-02 2.15012442495194e-01 -2.54951399999295e-04 
6.07638888888889e-02 2.15036298399808e-01 1.13641014265961e-04 
7.81250000000000e-02 2.15056849633706e-01 3.84205951194902e-04 
9.54861111111111e-02 2.15073905640516e-01 6.23975876187119e-04 
1.12847222222222e-01 2.15087250368373e-01 8.44453563259590e-04 
1.30208333333333e-01 2.15096698182551e-01 1.05781896213051e-03 
1.47569444444444e-01 2.15101876020576e-01 1.91457642999518e-03 
1.64930555555556e-01 2.15081492467893e-01 3.36373861370550e-03 
1.82291666666667e-01 2.15033038936892e-01 4.13533812264514e-03 
1.99652777777778e-01 2.14977822401889e-01 4.44788136004536e-03 
2.17013888888889e-01 2.14909434724599e-01 4.91064443741207e-03 
2.34375000000000e-01 2.14827997871706e-01 5.14523120192699e-03 
2.51736111111111e-01 2.14741844962442e-01 5.19273451070250e-03 
2.69097222222222e-01 2.14649950246386e-01 6.78188660678736e-03 
2.86458333333333e-01 2.14483963252764e-01 9.82382066501607e-03 
3.03819444444445e-01 2.14239444243052e-01 1.13258659605497e-02 
3.21180555555556e-01 2.13986542569218e-01 1.14641473556668e-02 
3.38541666666667e-01 2.13698449308359e-01 1.16561249194334e-02 
3.55902777777778e-01 2.13417777591279e-01 1.16678258939284e-02 
3.73263888888889e-01 2.13136413737466e-01 1.15929998800493e-02 
3.90625000000000e-01 2.12848016902560e-01 1.32300591054011e-02 
4.07986111111111e-01 2.12462860124779e-01 1.63942432863651e-02 
4.25347222222222e-01 2.11984294044999e-01 1.84287054834585e-02 
4.42708333333333e-01 2.11469241434561e-01 1.86052938342416e-02 
4.60069444444445e-01 2.10855168724018e-01 1.75210282314034e-02 
4.77430555555556e-01 2.10385681288907e-01 1.64861648451602e-02 
4.94791666666667e-01 2.09919403108550e-01 1.64187137745651e-02 
5.12152777777778e-01 2.09446227088448e-01 1.76396941211244e-02 
5.29513888888889e-01 2.08896234806782e-01 2.01701518417115e-02 
5.46875000000000e-01 2.08262112617855e-01 2.18421362139496e-02 
5.64236111111111e-01 2.07601916519773e-01 2.10801968285629e-02 
5.81597222222222e-01 2.06840131521817e-01 1.91155727945270e-02 
5.98958333333333e-01 2.06309363157876e-01 1.78069179510123e-02 
6.16319444444445e-01 2.05780053905974e-01 1.86354230282419e-02 
6.33680555555556e-01 2.05215217509422e-01 2.03893175854190e-02 
6.51041666666667e-01 2.04608080500162e-01 2.16749027434091e-02 
6.68402777777778e-01 2.03997738783082e-01 2.22773844386047e-02 
6.85763888888889e-01 2.03387595261900e-01 2.14691801716577e-02 
7.03125000000000e-01 2.02693927461371e-01 1.96418915882212e-02 
7.20486111111111e-01 2.02218784741277e-01 1.86252031998047e-02 
7.37847222222222e-01 2.01734944674854e-01 1.92738016438379e-02 
7.55208333333333e-01 2.01229629471264e-01 2.00127314067565e-02 
7.72569444444445e-01 2.00711120514197e-01 2.04830694514679e-02 
7.89930555555556e-01 2.00185765609886e-01 1.98436292426094e-02 
8.07291666666667e-01 1.99584297477643e-01 1.81655098265274e-02 
8.24652777777778e-01 1.99106850130835e-01 1.69064733450465e-02 
8.42013888888889e-01 1.98633920312561e-01 1.69563018443295e-02 
8.59375000000000e-01 1.98122329814376e-01 1.74328183367714e-02 
8.76736111111111e-01 1.97563399582680e-01 1.79591962542716e-02 
8.94097222222222e-01 1.96959333819085e-01 1.80973208320235e-02 
9.11458333333334e-01 1.96310525499875e-01 1.75222764153838e-02 
9.28819444444445e-01 1.95672521873393e-01 1.67840720867045e-02 
9.46180555555556e-01 1.95089137837318e-01 1.65899483389687e-02 
9.63541666666667e-01 1.94492730900018e-01 1.68187592176397e-02 
9.80902777777778e-01 1.93878832041536e-01 1.71274865268748e-02 
9.98263888888889e-01 1.93245522560056e-01 1.73926471642206e-02 
1.01562500000000e+00 1.92598119951745e-01 1.73890097563974e-02 
