Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
1.25000000000000e-02 3.71782198607799e-01 1.08558852875502e-02 
3.75000000000000e-02 3.71426381780236e-01 8.00624727174386e-03 
6.25000000000000e-02 3.70884250861138e-01 1.36077573360111e-02 
8.75000000000000e-02 3.70221034863080e-01 1.75486860937734e-02 
1.12500000000000e-01 3.69507926627740e-01 1.98590754439004e-02 
1.37500000000000e-01 3.68783230423768e-01 2.13385273590556e-02 
1.62500000000000e-01 3.68029607518627e-01 2.24689177380102e-02 
1.87500000000000e-01 3.67286122234309e-01 2.32534763251867e-02 
2.12500000000000e-01 3.66545911174428e-01 2.38497282233720e-02 
2.37500000000000e-01 3.65796300864638e-01 2.43104869784303e-02 
2.62500000000000e-01 3.65042750173225e-01 2.54833542388346e-02 
2.87500000000000e-01 3.64245616411748e-01 2.72738516925251e-02 
3.12500000000000e-01 3.63419932062248e-01 2.78584591697883e-02 
3.37500000000000e-01 3.62599216991146e-01 2.73489591134796e-02 
3.62500000000000e-01 3.61805264723620e-01 2.66882063728191e-02 
3.87500000000000e-01 3.61026940194432e-01 2.67925774672795e-02 
4.12500000000000e-01 3.60215608135535e-01 2.80877788140127e-02 
4.37500000000000e-01 3.59347632830961e-01 2.85488582748198e-02 
4.62500000000000e-01 3.58441608083062e-01 2.76015592234153e-02 
4.87500000000000e-01 3.57620774956675e-01 2.69823278255474e-02 
5.12500000000000e-01 3.56792750834525e-01 2.74915516052440e-02 
5.37500000000000e-01 3.55933052699928e-01 2.86280311948194e-02 
5.62500000000000e-01 3.55032579561238e-01 2.90172488213397e-02 
5.87500000000000e-01 3.54084713733357e-01 2.86047903798559e-02 
6.12500000000000e-01 3.53208022432863e-01 2.93438635041622e-02 
6.37500000000000e-01 3.52282917051849e-01 3.13702744394740e-02 
6.62500000000000e-01 3.51301445449462e-01 3.31662526675514e-02 
6.87500000000000e-01 3.50288179658563e-01 3.42169471876002e-02 
7.12500000000000e-01 3.49215133060724e-01 3.49798809201147e-02 
7.37500000000000e-01 3.48165026688113e-01 3.64245103065634e-02 
7.62500000000000e-01 3.47054208433568e-01 3.85425546540066e-02 
7.87500000000000e-01 3.45874173175586e-01 4.02944237313818e-02 
8.12500000000000e-01 3.44567378043467e-01 4.15378025389482e-02 
8.37500000000000e-01 3.43274326864551e-01 4.36587184283316e-02 
8.62500000000000e-01 3.41857478129218e-01 4.66094432264873e-02 
8.87500000000000e-01 3.40303935573986e-01 4.97369400356868e-02 
9.12500000000000e-01 3.38605268640903e-01 5.29003092637710e-02 
9.37500000000000e-01 3.36766391882153e-01 5.61409653593304e-02 
9.62500000000000e-01 3.34819694187691e-01 5.97354758558157e-02 
9.87500000000000e-01 3.32727377821709e-01 6.36155290272851e-02 
1.01250000000000e+00 3.30482234796324e-01 6.74851732398369e-02 
1.03750000000000e+00 3.28031635153682e-01 7.12311545263939e-02 
1.06250000000000e+00 3.25429072179146e-01 7.51559354150047e-02 
1.08750000000000e+00 3.22629124129841e-01 7.91638692321007e-02 
1.11250000000000e+00 3.19626961704612e-01 8.31203726009464e-02 
1.13750000000000e+00 3.16422701868638e-01 8.69983186658019e-02 
1.16250000000000e+00 3.12994472633363e-01 9.08079475519945e-02 
1.18750000000000e+00 3.09374203492881e-01 9.46782119835672e-02 
1.21250000000000e+00 3.05531124777824e-01 9.85488858629366e-02 
1.23750000000000e+00 3.01432944254946e-01 1.02292021638681e-01 
1.26250000000000e+00 2.97064291146740e-01 1.05836467813247e-01 
1.28750000000000e+00 2.92443002190798e-01 1.09139551812725e-01 
1.31250000000000e+00 2.87558525740935e-01 1.12080484585419e-01 
1.33750000000000e+00 2.82403619577035e-01 1.14516636024968e-01 
1.36250000000000e+00 2.76981291733639e-01 1.16363412642381e-01 
1.38750000000000e+00 2.71324590835367e-01 1.17597671835296e-01 
1.41250000000000e+00 2.65441224823106e-01 1.18190866733979e-01 
1.43750000000000e+00 2.59355705429801e-01 1.18138133278225e-01 
1.46250000000000e+00 2.53090249849460e-01 1.17498370461778e-01 
1.48750000000000e+00 2.46679776662693e-01 1.16370441945048e-01 
1.51250000000000e+00 2.40149486392196e-01 1.14862239627706e-01 
1.53750000000000e+00 2.33590211354354e-01 1.13068385667071e-01 
1.56250000000000e+00 2.27029292460862e-01 1.11100059863100e-01 
1.58750000000000e+00 2.20494446122572e-01 1.09037449273588e-01 
1.61250000000000e+00 2.14007592886902e-01 1.06918222890968e-01 
1.63750000000000e+00 2.07627106864936e-01 1.04747394098254e-01 
1.66250000000000e+00 2.01367127896017e-01 1.02531553213861e-01 
1.68750000000000e+00 1.95234922775295e-01 1.00248258105482e-01 
1.71250000000000e+00 1.89230341846082e-01 9.78639391481167e-02 
1.73750000000000e+00 1.83412271854870e-01 9.53400450369205e-02 
1.76250000000000e+00 1.77780115433583e-01 9.26694853657806e-02 
1.78750000000000e+00 1.72334024450651e-01 8.98493204330157e-02 
1.81250000000000e+00 1.67077138507264e-01 8.69001051394988e-02 
1.83750000000000e+00 1.62015000380316e-01 8.38779839081134e-02 
1.86250000000000e+00 1.57151108985860e-01 8.08660807488173e-02 
1.88750000000000e+00 1.52488432485671e-01 7.79499521322546e-02 
1.91250000000000e+00 1.48027487102898e-01 7.51903038190736e-02 
1.93750000000000e+00 1.43805027941252e-01 7.25876200386223e-02 
1.96250000000000e+00 1.39814691356939e-01 7.01412089701358e-02 
