Species               Population
--------------------------------------------------------------------------------------------------
O2[22.492174%]
 O2(X)                9.75410207286125e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             2.45659643164687e-02
 O2(b1Sg+)            1.94793483794600e-05
 O2(A3Su+_C3Du_c1Su-) 4.34904902654531e-06
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[1.531082%]
 O(3P)                9.99999351328117e-01
 O(1D)                6.48671883233023e-07
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[29.451888%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[46.524857%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99889799750514e-01
 | | CO(X,v=0,J=0)    | | 8.80260257617158e-03
 | | CO(X,v=0,J=1)    | | 2.59776285957931e-02
 | | CO(X,v=0,J=2)    | | 4.18969647240752e-02
 | | CO(X,v=0,J=3)    | | 5.58357120649510e-02
 | | CO(X,v=0,J=4)    | | 6.72241229290576e-02
 | | CO(X,v=0,J=5)    | | 7.56852222843360e-02
 | | CO(X,v=0,J=6)    | | 8.10521766585312e-02
 | | CO(X,v=0,J=7)    | | 8.33647913558795e-02
 | | CO(X,v=0,J=8)    | | 8.28471479892086e-02
 | | CO(X,v=0,J=9)    | | 7.98705414621041e-02
 | | CO(X,v=0,J=10)   | | 7.49072516535146e-02
 | | CO(X,v=0,J=11)   | | 6.84811585671694e-02
 | | CO(X,v=0,J=12)   | | 6.11208127523740e-02
 | | CO(X,v=0,J=13)   | | 5.33194767731708e-02
 | | CO(X,v=0,J=14)   | | 4.55051206019411e-02
 | | CO(X,v=0,J=15)   | | 3.80216777490540e-02
 | | CO(X,v=0,J=16)   | | 3.11213184715044e-02
 | | CO(X,v=0,J=17)   | | 2.49662727911635e-02
 | CO(X,v=1)          | 1.10186652266184e-04
 | CO(X,v=2)          | 1.35953419802336e-08
 | CO(X,v=3)          | 1.87817295302959e-12
 | CO(X,v=4)          | 2.90512835685762e-16
 | CO(X,v=5)          | 5.03129018681050e-20
 | CO(X,v=6)          | 9.75613284678956e-24
 | CO(X,v=7)          | 2.11816770301260e-27
 | CO(X,v=8)          | 5.14905197813469e-31
 | CO(X,v=9)          | 1.40145290368431e-34
 | CO(X,v=10)         | 4.27084723390122e-38
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
