Time(s)              GasTemp(K)           NearWallTemp(K)      [O2(X)](m^-3)        [O2(a1Dg)](m^-3)     [O2(b1Sg+)](m^-3)    [O2(A3Su+_C3Du_c1Su-)](m^-3) [O2(+,X)](m^-3)      [O(3P)](m^-3)        [O(1D)](m^-3)        [O(+,gnd)](m^-3)     [O(-,gnd)](m^-3)     [O3(X)](m^-3)        [O3(exc)](m^-3)      [CO2(X)](m^-3)       [CO2(e1)](m^-3)      [CO2(+,X)](m^-3)     [CO(X)](m^-3)        [CO(a3P)](m^-3)      [CO(+,X)](m^-3)      [C(X)](m^-3)        
0.00000000000000e+00 4.38766509000000e+02 3.75177429050000e+02 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 2.18717671175208e+22 2.18717671175208e-03 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
5.08158902471798e-14 4.38766508996035e+02 3.83670807890279e+02 1.08016925787315e-06 1.80010938668287e-20 3.62326442662360e-21 4.80131933883924e-21 4.91999923940202e-18 6.09723301126493e+06 2.84645842134458e+07 4.67788454479618e-12 2.04199772949067e+06 9.45863040579229e-32 5.92781862924818e-65 2.18717671175206e+22 1.61299324200477e+08 1.85579589224001e+04 3.05065847141628e+07 6.09723024004069e+06 1.14123905447382e-11 4.46948705169563e-10 
1.01631780494360e-13 4.38766508992071e+02 3.83670807887869e+02 3.40914235003698e-06 7.76249794645247e-20 1.56243742381720e-20 2.07044259546989e-20 2.18877345929103e-17 1.21944691602757e+07 5.69291653310581e+07 1.47639548576517e-11 4.08399545012374e+06 4.87698158475852e-31 5.42758077028440e-64 2.18717671175204e+22 3.22598646643002e+08 3.71159178363587e+04 6.10131695274998e+07 1.21944604139646e+07 3.60188405125501e-11 1.41062293358353e-09 
1.52447670741539e-13 4.38766508988106e+02 3.83670807885458e+02 7.01324676245946e-06 2.03809582264194e-19 4.10228412694833e-20 5.43608569519848e-20 5.84761310937528e-17 1.82917085131806e+07 8.53937432875724e+07 3.03722227327524e-11 6.12599316171249e+06 2.05646472976907e-30 5.63670708441862e-63 2.18717671175202e+22 4.83897967292748e+08 5.56738767416977e+04 9.15197544421016e+07 1.82916905203779e+07 7.40974881346468e-11 2.90191612856888e-09 
3.74157759697757e-13 4.38766508970808e+02 3.83670807883047e+02 3.66604400770499e-05 2.25062724673523e-18 4.53006810397476e-19 6.00295748619672e-19 6.70145574457489e-16 4.48940419636118e+07 2.09584863944336e+08 1.58764915105480e-10 1.50352435372246e+07 7.69059824740565e-29 1.56939074376932e-60 2.18717671175193e+22 1.18764802581168e+09 1.36642382753349e+05 2.24620201535556e+08 4.48939479096900e+07 3.87329767888144e-10 1.51692134011014e-08 
5.95867848653975e-13 4.38766508953510e+02 3.83670807872530e+02 9.01385814404908e-05 7.92767818639074e-18 1.59568508468206e-18 2.11450008760169e-18 2.38145546076245e-15 7.14964352914722e+07 3.33775925523484e+08 3.90361600979532e-10 2.39444937437077e+07 4.01621946707761e-28 1.73679289637130e-59 2.18717671175185e+22 1.89139805082543e+09 2.17610888603909e+05 3.57720650521545e+08 7.14962040372988e+07 9.52342057550554e-10 3.72971647497862e-08 
8.17577937610193e-13 4.38766508936212e+02 3.83670807862012e+02 1.67824087523656e-04 1.92374690268818e-17 3.87212279420736e-18 5.13108995784916e-18 5.80268567464528e-15 9.80988894423852e+07 4.57966927092023e+08 7.26792057254601e-10 3.28537437784922e+07 1.28995401922596e-27 9.65286588393374e-59 2.18717671175176e+22 2.59514804180484e+09 2.98579394290836e+05 4.90821101429958e+08 9.80984588832780e+07 1.77310959051399e-09 6.94415019698100e-08 
1.03928802656641e-12 4.38766508918914e+02 3.83670807851494e+02 2.69849840425460e-04 3.82749985787799e-17 7.70400197672864e-18 1.02088513054622e-17 1.15708808499716e-14 1.24701404750061e+08 5.82157868320702e+08 1.16863136790042e-09 4.17629936406361e+07 3.20081711732467e-27 3.69248947409512e-58 2.18717671175167e+22 3.29889799856315e+09 3.79547899813230e+05 6.23921554271343e+08 1.24700712440595e+08 2.85103448214096e-09 1.11657186952479e-07 
1.69719698575468e-12 4.38766508867584e+02 3.83670807840977e+02 7.16060275086934e-04 1.68501639052573e-16 3.39160592977048e-17 4.49433896756749e-17 5.10821862052009e-14 2.03642841984794e+08 9.50685319744778e+08 3.10101036999928e-09 6.82005594995279e+07 2.44530827577430e-26 8.64647414104147e-57 2.18717671175142e+22 5.38722586421212e+09 6.19816194463511e+05 1.01888771631857e+09 2.03641004911959e+08 7.56530634678889e-09 2.96287333206666e-07 
2.35510594494294e-12 4.38766508816253e+02 3.83670807809766e+02 1.37682840305770e-03 4.41435544710023e-16 8.88522848422591e-17 1.17741345406620e-16 1.33936287079584e-13 2.82584818306349e+08 1.31921223928290e+09 5.96254772624427e-09 9.46381238366178e+07 8.62461706506205e-26 5.38493997876019e-56 2.18717671175116e+22 7.47555342820730e+09 8.60084487663466e+05 1.41385389540466e+09 2.82581286023961e+08 1.45463382643219e-08 5.69694984992782e-07 
