Species               Population
--------------------------------------------------------------------------------------------------
O2[79.162738%]
 O2(X)                9.09265798065745e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             8.95221658523001e-02
 O2(b1Sg+)            1.15294439727968e-03
 O2(A3Su+_C3Du_c1Su-) 5.90916846755730e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[20.837262%]
 O(3P)                9.99622212661148e-01
 O(1D)                3.77787338851673e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[0.000000%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[0.000000%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99923188016005e-01
 | | CO(X,v=0,J=0)    | | 9.08206355024451e-03
 | | CO(X,v=0,J=1)    | | 2.67849256078187e-02
 | | CO(X,v=0,J=2)    | | 4.31428171873997e-02
 | | CO(X,v=0,J=3)    | | 5.73839575201253e-02
 | | CO(X,v=0,J=4)    | | 6.89086241866172e-02
 | | CO(X,v=0,J=5)    | | 7.73298239090219e-02
 | | CO(X,v=0,J=6)    | | 8.24908176227669e-02
 | | CO(X,v=0,J=7)    | | 8.44590297663464e-02
 | | CO(X,v=0,J=8)    | | 8.34989428123172e-02
 | | CO(X,v=0,J=9)    | | 8.00290269024368e-02
 | | CO(X,v=0,J=10)   | | 7.45692479338934e-02
 | | CO(X,v=0,J=11)   | | 6.76860999156994e-02
 | | CO(X,v=0,J=12)   | | 5.99414856902558e-02
 | | CO(X,v=0,J=13)   | | 5.18503570659348e-02
 | | CO(X,v=0,J=14)   | | 4.38501548669783e-02
 | | CO(X,v=0,J=15)   | | 3.62831201581276e-02
 | | CO(X,v=0,J=16)   | | 2.93907944854452e-02
 | | CO(X,v=0,J=17)   | | 2.33187108185708e-02
 | CO(X,v=1)          | 7.68053482938550e-05
 | CO(X,v=2)          | 6.63505607690379e-09
 | CO(X,v=3)          | 6.44653053421851e-13
 | CO(X,v=4)          | 7.04426689024482e-17
 | CO(X,v=5)          | 8.65712865050622e-21
 | CO(X,v=6)          | 1.19657590264187e-24
 | CO(X,v=7)          | 1.86009422808331e-28
 | CO(X,v=8)          | 3.25205550454060e-32
 | CO(X,v=9)          | 6.39453936245236e-36
 | CO(X,v=10)         | 1.41412855654244e-39
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
