Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
1.25000000000000e-02 5.67049352241954e-01 1.67918006516202e-02 
3.75000000000000e-02 5.66466134614685e-01 1.22308264655134e-02 
6.25000000000000e-02 5.65596883453929e-01 2.08326394461754e-02 
8.75000000000000e-02 5.64539280839788e-01 2.68694660185183e-02 
1.12500000000000e-01 5.63386591928327e-01 3.03643031570913e-02 
1.37500000000000e-01 5.62204321402272e-01 3.24451098181515e-02 
1.62500000000000e-01 5.60974482738976e-01 3.38699360190640e-02 
1.87500000000000e-01 5.59758463942904e-01 3.48434782173319e-02 
2.12500000000000e-01 5.58544090079289e-01 3.55961172199043e-02 
2.37500000000000e-01 5.57309578311017e-01 3.62438424517517e-02 
2.62500000000000e-01 5.56057136019947e-01 3.73470958077898e-02 
2.87500000000000e-01 5.54771275741902e-01 3.86960389527273e-02 
3.12500000000000e-01 5.53470715337990e-01 3.88662047273817e-02 
3.37500000000000e-01 5.52183876557406e-01 3.79871602413817e-02 
3.62500000000000e-01 5.50931324364031e-01 3.69247851103032e-02 
3.87500000000000e-01 5.49702482774210e-01 3.64382236139456e-02 
4.12500000000000e-01 5.48457250504497e-01 3.68530257110790e-02 
4.37500000000000e-01 5.47173563991184e-01 3.68367028268152e-02 
4.62500000000000e-01 5.45871523421329e-01 3.60049463279929e-02 
4.87500000000000e-01 5.44619122149651e-01 3.55536371313555e-02 
5.12500000000000e-01 5.43350917504700e-01 3.59949754924110e-02 
5.37500000000000e-01 5.42050221686705e-01 3.70126728430229e-02 
5.62500000000000e-01 5.40703601651886e-01 3.77101963134343e-02 
5.87500000000000e-01 5.39311325045170e-01 3.80359373940731e-02 
6.12500000000000e-01 5.37934023328918e-01 3.93415711381582e-02 
6.37500000000000e-01 5.36481741621161e-01 4.16885630401946e-02 
6.62500000000000e-01 5.34940603132522e-01 4.40846582991625e-02 
6.87500000000000e-01 5.33321411386570e-01 4.62109829358900e-02 
7.12500000000000e-01 5.31603037594006e-01 4.83687441862317e-02 
7.37500000000000e-01 5.29821932950307e-01 5.12249364524832e-02 
7.62500000000000e-01 5.27911474416938e-01 5.47729581499647e-02 
7.87500000000000e-01 5.25854373740977e-01 5.83513908470675e-02 
8.12500000000000e-01 5.23607468920814e-01 6.18616215470855e-02 
8.37500000000000e-01 5.21247850183625e-01 6.62789405918282e-02 
8.62500000000000e-01 5.18666198132171e-01 7.15537360129225e-02 
8.87500000000000e-01 5.15838805467878e-01 7.72635664060320e-02 
9.12500000000000e-01 5.12744914376710e-01 8.33126481454378e-02 
9.37500000000000e-01 5.09372696983508e-01 8.97120186770231e-02 
9.62500000000000e-01 5.05729937529379e-01 9.66284150166737e-02 
9.87500000000000e-01 5.01775848644897e-01 1.03986007955517e-01 
1.01250000000000e+00 4.97492518474106e-01 1.11560971487292e-01 
1.03750000000000e+00 4.92774592473193e-01 1.19155001016945e-01 
1.06250000000000e+00 4.87646882277331e-01 1.26933044559291e-01 
1.08750000000000e+00 4.82058824207549e-01 1.34752743662482e-01 
1.11250000000000e+00 4.75994990485205e-01 1.42486815000102e-01 
1.13750000000000e+00 4.69454286370940e-01 1.50106175672785e-01 
1.16250000000000e+00 4.62409869891431e-01 1.57583554031952e-01 
1.18750000000000e+00 4.54876168800958e-01 1.64955188441111e-01 
1.21250000000000e+00 4.46821562485891e-01 1.72121165355404e-01 
1.23750000000000e+00 4.38126514799794e-01 1.78856928309060e-01 
1.26250000000000e+00 4.28771948660727e-01 1.84995745274940e-01 
1.28750000000000e+00 4.18772988108482e-01 1.90344638511989e-01 
1.31250000000000e+00 4.08134749262675e-01 1.94668993656371e-01 
1.33750000000000e+00 3.96827978454006e-01 1.97731901645095e-01 
1.36250000000000e+00 3.84888512665905e-01 1.99383635189385e-01 
1.38750000000000e+00 3.72383897365439e-01 1.99551969568102e-01 
1.41250000000000e+00 3.59372633913786e-01 1.98231110059874e-01 
1.43750000000000e+00 3.45939566811835e-01 1.95497021772542e-01 
1.46250000000000e+00 3.32170688011482e-01 1.91514890718350e-01 
1.48750000000000e+00 3.18165256189756e-01 1.86509017652131e-01 
1.51250000000000e+00 3.04021303482125e-01 1.80757356187259e-01 
1.53750000000000e+00 2.90001929362632e-01 1.74496125614291e-01 
1.56250000000000e+00 2.76189815856106e-01 1.68002617078929e-01 
1.58750000000000e+00 2.62653554838117e-01 1.61477984823642e-01 
1.61250000000000e+00 2.49448837439709e-01 1.55050279553274e-01 
1.63750000000000e+00 2.36711353986636e-01 1.48755195368531e-01 
1.66250000000000e+00 2.24459172306671e-01 1.42626600583460e-01 
1.68750000000000e+00 2.12688502036118e-01 1.36628162103123e-01 
1.71250000000000e+00 2.01381520463777e-01 1.30706998340816e-01 
1.73750000000000e+00 1.90654127159930e-01 1.24774946440846e-01 
1.76250000000000e+00 1.80484276244856e-01 1.18819690478979e-01 
1.78750000000000e+00 1.70853265165493e-01 1.12832294912481e-01 
1.81250000000000e+00 1.61750079373806e-01 1.06845136461170e-01 
1.83750000000000e+00 1.53169385152955e-01 1.00941883679732e-01 
1.86250000000000e+00 1.45101821074215e-01 9.52413143595040e-02 
1.88750000000000e+00 1.37537139106144e-01 8.98601645444944e-02 
1.91250000000000e+00 1.30459963490949e-01 8.48805729719930e-02 
