Species               Population
--------------------------------------------------------------------------------------------------
O2[23.213659%]
 O2(X)                9.65426210069936e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             3.44484446978757e-02
 O2(b1Sg+)            1.03623885036197e-04
 O2(A3Su+_C3Du_c1Su-) 2.17213471524568e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[1.937264%]
 O(3P)                9.99994897329671e-01
 O(1D)                5.10267032949149e-06
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[26.482039%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[48.367038%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99915264142586e-01
 | | CO(X,v=0,J=0)    | | 9.00577141477919e-03
 | | CO(X,v=0,J=1)    | | 2.65646238078253e-02
 | | CO(X,v=0,J=2)    | | 4.28031184968182e-02
 | | CO(X,v=0,J=3)    | | 5.69623548309128e-02
 | | CO(X,v=0,J=4)    | | 6.84507778635593e-02
 | | CO(X,v=0,J=5)    | | 7.68840128968853e-02
 | | CO(X,v=0,J=6)    | | 8.21023683977145e-02
 | | CO(X,v=0,J=7)    | | 8.41654913783466e-02
 | | CO(X,v=0,J=8)    | | 8.33266059742685e-02
 | | CO(X,v=0,J=9)    | | 7.99911306057412e-02
 | | CO(X,v=0,J=10)   | | 7.46659315508209e-02
 | | CO(X,v=0,J=11)   | | 6.79058959774346e-02
 | | CO(X,v=0,J=12)   | | 6.02639518053120e-02
 | | CO(X,v=0,J=13)   | | 5.22493400199464e-02
 | | CO(X,v=0,J=14)   | | 4.42971703814387e-02
 | | CO(X,v=0,J=15)   | | 3.67504041461469e-02
 | | CO(X,v=0,J=16)   | | 2.98537093020207e-02
 | | CO(X,v=0,J=17)   | | 2.37573411500291e-02
 | CO(X,v=1)          | 8.47277918534896e-05
 | CO(X,v=2)          | 8.06469786363844e-09
 | CO(X,v=3)          | 8.62283028824759e-13
 | CO(X,v=4)          | 1.03564544398613e-16
 | CO(X,v=5)          | 1.39724280802614e-20
 | CO(X,v=6)          | 2.11754276657946e-24
 | CO(X,v=7)          | 3.60489003276220e-28
 | CO(X,v=8)          | 6.89368405632691e-32
 | CO(X,v=9)          | 1.48084721608322e-35
 | CO(X,v=10)         | 3.57329321327485e-39
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
