Species               Population
--------------------------------------------------------------------------------------------------
O2[44.161757%]
 O2(X)                9.33115811438283e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             6.65992121373143e-02
 O2(b1Sg+)            2.68990638178422e-04
 O2(A3Su+_C3Du_c1Su-) 1.59857862241282e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[15.586498%]
 O(3P)                9.99867958858364e-01
 O(1D)                1.32041141636289e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[16.843511%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[23.408234%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99984437005965e-01
 | | CO(X,v=0,J=0)    | | 1.03489870873162e-02
 | | CO(X,v=0,J=1)    | | 3.04336624195077e-02
 | | CO(X,v=0,J=2)    | | 4.87386176055249e-02
 | | CO(X,v=0,J=3)    | | 6.42697484590071e-02
 | | CO(X,v=0,J=4)    | | 7.62942040075039e-02
 | | CO(X,v=0,J=5)    | | 8.43951166738839e-02
 | | CO(X,v=0,J=6)    | | 8.84868428693031e-02
 | | CO(X,v=0,J=7)    | | 8.87917143335657e-02
 | | CO(X,v=0,J=8)    | | 8.57849409997184e-02
 | | CO(X,v=0,J=9)    | | 8.01183154058077e-02
 | | CO(X,v=0,J=10)   | | 7.25351802610255e-02
 | | CO(X,v=0,J=11)   | | 6.37886699662834e-02
 | | CO(X,v=0,J=12)   | | 5.45729146980084e-02
 | | CO(X,v=0,J=13)   | | 4.54734028674238e-02
 | | CO(X,v=0,J=14)   | | 3.69388488252872e-02
 | | CO(X,v=0,J=15)   | | 2.92734453862036e-02
 | | CO(X,v=0,J=16)   | | 2.26458169939910e-02
 | | CO(X,v=0,J=17)   | | 1.71095711406386e-02
 | CO(X,v=1)          | 1.55627161828130e-05
 | CO(X,v=2)          | 2.77846203777424e-10
 | CO(X,v=3)          | 5.69050030918425e-15
 | CO(X,v=4)          | 1.33697519235341e-19
 | CO(X,v=5)          | 3.60348866663801e-24
 | CO(X,v=6)          | 1.11416596015291e-28
 | CO(X,v=7)          | 3.95187796461745e-33
 | CO(X,v=8)          | 1.60799271890407e-37
 | CO(X,v=9)          | 7.50570592485121e-42
 | CO(X,v=10)         | 4.01907328414144e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
