Species               Population
--------------------------------------------------------------------------------------------------
O2[20.053556%]
 O2(X)                9.42603832892225e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             5.71922632889159e-02
 O2(b1Sg+)            1.91054130657866e-04
 O2(A3Su+_C3Du_c1Su-) 1.28496882009739e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[13.346129%]
 O(3P)                9.99904205812921e-01
 O(1D)                9.57941870788878e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[13.155412%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[53.444903%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99984472582856e-01
 | | CO(X,v=0,J=0)    | | 1.03508359171522e-02
 | | CO(X,v=0,J=1)    | | 3.04389737966400e-02
 | | CO(X,v=0,J=2)    | | 4.87467215013171e-02
 | | CO(X,v=0,J=3)    | | 6.42796393760830e-02
 | | CO(X,v=0,J=4)    | | 7.63046865490264e-02
 | | CO(X,v=0,J=5)    | | 8.44049715675100e-02
 | | CO(X,v=0,J=6)    | | 8.84949855149402e-02
 | | CO(X,v=0,J=7)    | | 8.87973212497480e-02
 | | CO(X,v=0,J=8)    | | 8.57875273168991e-02
 | | CO(X,v=0,J=9)    | | 8.01177567735820e-02
 | | CO(X,v=0,J=10)   | | 7.25316828309230e-02
 | | CO(X,v=0,J=11)   | | 6.37827003722746e-02
 | | CO(X,v=0,J=12)   | | 5.45651068012724e-02
 | | CO(X,v=0,J=13)   | | 4.54644590279488e-02
 | | CO(X,v=0,J=14)   | | 3.69294510783101e-02
 | | CO(X,v=0,J=15)   | | 2.92641872394776e-02
 | | CO(X,v=0,J=16)   | | 2.26371609884421e-02
 | | CO(X,v=0,J=17)   | | 1.71018320984534e-02
 | CO(X,v=1)          | 1.55271405537536e-05
 | CO(X,v=2)          | 2.76585209611890e-10
 | CO(X,v=3)          | 5.65204565242058e-15
 | CO(X,v=4)          | 1.32501748704181e-19
 | CO(X,v=5)          | 3.56350029599680e-24
 | CO(X,v=6)          | 1.09943922870582e-28
 | CO(X,v=7)          | 3.89139125670800e-33
 | CO(X,v=8)          | 1.58007539069370e-37
 | CO(X,v=9)          | 7.36020583175727e-42
 | CO(X,v=10)         | 3.93315761839276e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
