Species               Population
--------------------------------------------------------------------------------------------------
O2[47.692673%]
 O2(X)                9.22637795204524e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             7.65088471000811e-02
 O2(b1Sg+)            7.87837640305337e-04
 O2(A3Su+_C3Du_c1Su-) 6.55200550896130e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[9.613739%]
 O(3P)                9.99866688066488e-01
 O(1D)                1.33311933512322e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[23.068150%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[19.625439%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99981012755883e-01
 | | CO(X,v=0,J=0)    | | 1.01886614322574e-02
 | | CO(X,v=0,J=1)    | | 2.99729272481664e-02
 | | CO(X,v=0,J=2)    | | 4.80351838159291e-02
 | | CO(X,v=0,J=3)    | | 6.34103009389412e-02
 | | CO(X,v=0,J=4)    | | 7.53819520143012e-02
 | | CO(X,v=0,J=5)    | | 8.35355669518237e-02
 | | CO(X,v=0,J=6)    | | 8.77741707207559e-02
 | | CO(X,v=0,J=7)    | | 8.82978357889559e-02
 | | CO(X,v=0,J=8)    | | 8.55527378729805e-02
 | | CO(X,v=0,J=9)    | | 8.01596028970462e-02
 | | CO(X,v=0,J=10)   | | 7.28331326242852e-02
 | | CO(X,v=0,J=11)   | | 6.43037120200729e-02
 | | CO(X,v=0,J=12)   | | 5.52506641963596e-02
 | | CO(X,v=0,J=13)   | | 4.62531504596778e-02
 | | CO(X,v=0,J=14)   | | 3.77612522093426e-02
 | | CO(X,v=0,J=15)   | | 3.00865016121341e-02
 | | CO(X,v=0,J=16)   | | 2.34086474147639e-02
 | | CO(X,v=0,J=17)   | | 1.77939997822064e-02
 | CO(X,v=1)          | 1.89868315639500e-05
 | CO(X,v=2)          | 4.12542813168370e-10
 | CO(X,v=3)          | 1.02574955690966e-14
 | CO(X,v=4)          | 2.91856543364311e-19
 | CO(X,v=5)          | 9.50283777269937e-24
 | CO(X,v=6)          | 3.54073138238324e-28
 | CO(X,v=7)          | 1.50969226334955e-32
 | CO(X,v=8)          | 7.36613481188171e-37
 | CO(X,v=9)          | 4.11288608057046e-41
 | CO(X,v=10)         | 2.62790391786795e-45
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
