Species               Population
--------------------------------------------------------------------------------------------------
O2[81.048444%]
 O2(X)                9.03920357357069e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             9.41598478179287e-02
 O2(b1Sg+)            1.82309523397056e-03
 O2(A3Su+_C3Du_c1Su-) 9.66995910322661e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[18.951556%]
 O(3P)                9.99622430673329e-01
 O(1D)                3.77569326671187e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[0.000000%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[0.000000%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99980814287809e-01
 | | CO(X,v=0,J=0)    | | 1.01802966292368e-02
 | | CO(X,v=0,J=1)    | | 2.99488809764838e-02
 | | CO(X,v=0,J=2)    | | 4.79984457700804e-02
 | | CO(X,v=0,J=3)    | | 6.33653661056923e-02
 | | CO(X,v=0,J=4)    | | 7.53341805338348e-02
 | | CO(X,v=0,J=5)    | | 8.34904510869343e-02
 | | CO(X,v=0,J=6)    | | 8.77366303276890e-02
 | | CO(X,v=0,J=7)    | | 8.82716502652602e-02
 | | CO(X,v=0,J=8)    | | 8.55401897916346e-02
 | | CO(X,v=0,J=9)    | | 8.01613648483672e-02
 | | CO(X,v=0,J=10)   | | 7.28483841873021e-02
 | | CO(X,v=0,J=11)   | | 6.43304373355747e-02
 | | CO(X,v=0,J=12)   | | 5.52860584291945e-02
 | | CO(X,v=0,J=13)   | | 4.62940576812441e-02
 | | CO(X,v=0,J=14)   | | 3.78045662335414e-02
 | | CO(X,v=0,J=15)   | | 3.01294806134248e-02
 | | CO(X,v=0,J=16)   | | 2.34491170081535e-02
 | | CO(X,v=0,J=17)   | | 1.78304421763516e-02
 | CO(X,v=1)          | 1.91852910218858e-05
 | CO(X,v=2)          | 4.21157843146176e-10
 | CO(X,v=3)          | 1.05784289176583e-14
 | CO(X,v=4)          | 3.04016551987926e-19
 | CO(X,v=5)          | 9.99707761539339e-24
 | CO(X,v=6)          | 3.76139269186996e-28
 | CO(X,v=7)          | 1.61928788521757e-32
 | CO(X,v=8)          | 7.97625876237739e-37
 | CO(X,v=9)          | 4.49546044297385e-41
 | CO(X,v=10)         | 2.89900459729336e-45
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
