Species               Population
--------------------------------------------------------------------------------------------------
O2[48.884332%]
 O2(X)                9.26800315572452e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             7.25846791500107e-02
 O2(b1Sg+)            5.75766336782751e-04
 O2(A3Su+_C3Du_c1Su-) 3.92389407540775e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[6.932251%]
 O(3P)                9.99985918455427e-01
 O(1D)                1.40815445732262e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[27.842857%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[16.340561%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99864310520734e-01
 | | CO(X,v=0,J=0)    | | 8.64279977876700e-03
 | | CO(X,v=0,J=1)    | | 2.55155957813388e-02
 | | CO(X,v=0,J=2)    | | 4.11826677553050e-02
 | | CO(X,v=0,J=3)    | | 5.49455508307544e-02
 | | CO(X,v=0,J=4)    | | 6.62517000948867e-02
 | | CO(X,v=0,J=5)    | | 7.47303877731725e-02
 | | CO(X,v=0,J=6)    | | 8.02098939891981e-02
 | | CO(X,v=0,J=7)    | | 8.27153087299235e-02
 | | CO(X,v=0,J=8)    | | 8.24486615694306e-02
 | | CO(X,v=0,J=9)    | | 7.97550788232698e-02
 | | CO(X,v=0,J=10)   | | 7.50799730461838e-02
 | | CO(X,v=0,J=11)   | | 6.89227697094573e-02
 | | CO(X,v=0,J=12)   | | 6.17923871353902e-02
 | | CO(X,v=0,J=13)   | | 5.41687499937062e-02
 | | CO(X,v=0,J=14)   | | 4.64732601231208e-02
 | | CO(X,v=0,J=15)   | | 3.90496309641310e-02
 | | CO(X,v=0,J=16)   | | 3.21550570958427e-02
 | | CO(X,v=0,J=17)   | | 2.59605268061213e-02
 | CO(X,v=1)          | 1.35668917671762e-04
 | CO(X,v=2)          | 2.05581149840607e-08
 | CO(X,v=3)          | 3.47896338677200e-12
 | CO(X,v=4)          | 6.57476239495691e-16
 | CO(X,v=5)          | 1.38763071315899e-19
 | CO(X,v=6)          | 3.27062974324662e-23
 | CO(X,v=7)          | 8.60899582155832e-27
 | CO(X,v=8)          | 2.53068009443159e-30
 | CO(X,v=9)          | 8.30779244674938e-34
 | CO(X,v=10)         | 3.04577392215069e-37
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
