Time(s)              GasTemp(K)           NearWallTemp(K)      [O2(X)](m^-3)        [O2(a1Dg)](m^-3)     [O2(b1Sg+)](m^-3)    [O2(A3Su+_C3Du_c1Su-)](m^-3) [O2(+,X)](m^-3)      [O(3P)](m^-3)        [O(1D)](m^-3)        [O(+,gnd)](m^-3)     [O(-,gnd)](m^-3)     [O3(X)](m^-3)        [O3(exc)](m^-3)      [CO2(X)](m^-3)       [CO2(e1)](m^-3)      [CO2(+,X)](m^-3)     [CO(X)](m^-3)        [CO(a3P)](m^-3)      [CO(+,X)](m^-3)      [C(X)](m^-3)        
0.00000000000000e+00 6.80737954000000e+02 4.84064579300000e+02 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 4.42509257964175e+20 4.42509257964176e-05 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
3.32376717172660e-14 6.80737953572015e+02 5.55726356132554e+02 5.58135368117650e-07 2.86426001782703e-20 6.44543245039323e-21 1.23717587996239e-20 3.63564482680096e-18 3.12614834721023e+06 3.62812848169567e+06 2.56935800362336e-10 1.91996625101800e+05 3.00569827732187e-33 3.10194279425907e-66 4.42509257964148e+20 2.05593947787798e+07 4.43572266001769e+04 3.82012511705940e+06 3.12614833694941e+06 1.92982537774597e-10 1.76849488452774e-09 
6.64753434345319e-14 6.80737953144029e+02 5.55726355797485e+02 1.76154116356751e-06 1.23513659930148e-19 2.77942277217523e-20 5.33499472524805e-20 1.62160438201933e-17 6.25229670583301e+06 7.25625695221295e+06 8.10919739448592e-10 3.83993250192282e+05 2.24476200641033e-32 6.53836240419934e-65 4.42509257964120e+20 4.11187895509675e+07 8.87144529573102e+04 7.64025023479310e+06 6.25229667344865e+06 6.09075684408858e-10 5.58157879259717e-09 
9.97130151517979e-14 6.80737952716044e+02 5.55726355462415e+02 3.62382075181209e-06 3.24293346288017e-19 7.29755973696086e-20 1.40073842225715e-19 4.33846289307608e-17 9.37844507610893e+06 1.08843854113162e+07 1.66821407922096e-09 5.75989875271207e+05 8.40283947415782e-32 4.67398849505108e-64 4.42509257964093e+20 6.16781843164694e+07 1.33071679066276e+05 1.14603753532153e+07 9.37844500948822e+06 1.25298297390068e-09 1.14823550295411e-08 
2.80432169868557e-13 6.80737950389012e+02 5.55726355127346e+02 2.46472509464714e-05 5.45276204405328e-18 1.22703278508756e-18 2.35524205788565e-18 7.62512397115188e-16 2.63758720381290e+07 3.06111673482533e+07 1.13462814381755e-08 1.61990980087646e+06 4.46847808805277e-30 1.98009099975978e-61 4.42509257963943e+20 1.73463283809584e+08 3.74249831969107e+05 3.22310776022965e+07 2.63758715850114e+07 8.52210584236167e-09 7.80967116275152e-08 
4.61151324585316e-13 6.80737948061979e+02 5.55726353305514e+02 6.48773289756745e-05 2.09064890640732e-17 4.70457858143527e-18 9.03025693323551e-18 2.94666789059870e-15 4.33732993398466e+07 5.03379489524627e+07 2.98660658966205e-08 2.66382972614480e+06 2.54174164315112e-29 2.54497317993833e-60 4.42509257963793e+20 2.85248383107800e+08 6.15427977637682e+05 5.30017798714485e+07 4.33732981471350e+07 2.24321747256840e-08 2.05568809306656e-07 
6.41870479302075e-13 6.80737945734947e+02 5.55726351483682e+02 1.24557727757600e-04 5.28313035075848e-17 1.18886063719996e-17 2.28197208351321e-17 7.47271896605053e-15 6.03707269855714e+07 7.00647302197232e+07 5.73397410090901e-08 3.70774965107197e+06 8.55302346198430e-29 1.52320669705349e-59 4.42509257963643e+20 3.97033482208646e+08 8.56606115980221e+05 7.37724821609258e+07 6.03707246956890e+07 4.30674417607455e-08 3.94670743612022e-07 
8.22589634018834e-13 6.80737943407914e+02 5.55726349661850e+02 2.03774198153537e-04 1.07674757959617e-16 2.42300062576258e-17 4.65085612272261e-17 1.52587721802183e-14 7.73681549768199e+07 8.97915111485492e+07 9.38067813995446e-08 4.75166957565646e+06 2.18482457467469e-28 6.09002484894975e-59 4.42509257963494e+20 5.08818581111250e+08 1.09778424696443e+06 9.45431844708182e+07 7.73681512306137e+07 7.04575554390727e-08 6.45674221847443e-07 
1.44316404019767e-12 6.80737935417081e+02 5.55726347840019e+02 6.24668626066095e-04 5.97275632951375e-16 1.34404689149091e-16 2.57984607102458e-16 8.48511091384907e-14 1.35735898421639e+08 1.57531618243673e+08 2.87564124953971e-07 8.33640295846081e+06 2.30421620593991e-27 2.34699728573775e-57 4.42509257962979e+20 8.92679225030515e+08 1.92596964612669e+06 1.65868032687352e+08 1.35735886937666e+08 2.15987188112548e-07 1.97931055592534e-06 
2.06373844637651e-12 6.80737927426247e+02 5.55726341584001e+02 1.27611853370421e-03 1.70217507870543e-15 3.83039756388055e-16 7.35230004596782e-16 2.41968433247879e-13 1.94103645944165e+08 2.25271721344755e+08 5.87456885968500e-07 1.19211363372210e+07 8.99626576809920e-27 1.68539082493969e-56 4.42509257962465e+20 1.27653986661024e+09 2.75415495844939e+06 2.37192881144815e+08 1.94103622483870e+08 4.41234274435352e-07 4.04347959351202e-06 
2.68431285255534e-12 6.80737919435414e+02 5.55726335327984e+02 2.15813119744781e-03 3.67588904871106e-15 8.27183799760700e-16 1.58774731286770e-15 5.22672825202630e-13 2.52471397544528e+08 2.93011820451668e+08 9.93488394164781e-07 1.55058697119369e+07 2.45937470660931e-26 7.36004428110669e-56 4.42509257961950e+20 1.66040050585034e+09 3.58234018392982e+06 3.08517729843213e+08 2.52471357869222e+08 7.46201291738732e-07 6.83820435483461e-06 
3.30488725873418e-12 6.80737911444581e+02 5.55726329071967e+02 3.27070587858516e-03 6.78042061404286e-15 1.52579526427821e-15 2.92870497669059e-15 9.64233542043932e-13 3.10839153222712e+08 3.60751915564427e+08 1.50565828887558e-06 1.90906030826085e+07 5.49723883864355e-26 2.41126705052940e-55 4.42509257961436e+20 2.04426114275083e+09 4.41052532256825e+06 3.79842578782546e+08 3.10839093093722e+08 1.13088794474076e-06 1.03634824624951e-05 
9.51063132052254e-12 6.80737831536259e+02 5.55726322815950e+02 2.70772651658240e-02 1.94615555969373e-13 4.37942601510771e-14 8.40613759414568e-14 2.76828228009630e-11 8.94516934282861e+08 1.03815264701539e+09 1.24649157201467e-05 5.49379365668905e+07 5.59712145513395e-24 2.77341816145858e-52 4.42509257956292e+20 5.88286738307823e+09 1.26923719326859e+07 1.09309108142720e+09 8.94516436491930e+08 9.36228599497825e-06 8.57963722815134e-05 
1.57163753823109e-11 6.80737751627956e+02 5.55726260255791e+02 7.39398875194112e-02 7.94231883803659e-13 1.78725685345392e-13 3.43056963093357e-13 1.12976277332053e-10 1.47819512312221e+09 1.71555297905384e+09 3.40379244758479e-05 9.07852696467465e+07 3.33985351078570e-23 3.83339985280887e-51 4.42509257951149e+20 9.72147338944619e+09 2.09742098586744e+07 1.80633960816518e+09 1.47819376380504e+09 2.55655542213163e-05 2.34284115460502e-04 
2.19221194440993e-11 6.80737671719672e+02 5.55726197695649e+02 1.43858571000743e-01 2.05529135442106e-12 4.62501409236003e-13 8.87753298137125e-13 2.92358323792026e-10 2.06187371974025e+09 2.39295291168030e+09 6.62246640304877e-05 1.26632602322177e+08 1.14575740531749e-22 2.36268412937325e-50 4.42509257946005e+20 1.35600791618549e+10 2.92560391005490e+07 2.51958815899649e+09 2.06187107503306e+09 4.97406539686684e-05 4.55826670854292e-04 
2.81278635058876e-11 6.80737591811407e+02 5.55726135135524e+02 2.36833326969167e-01 4.23928370740020e-12 9.53964379306250e-13 1.83109703034311e-12 6.03025104581145e-10 2.64555272413667e+09 3.07035244489506e+09 1.09025119050166e-04 1.62479934593182e+08 2.95664891543110e-22 9.59131192238683e-50 4.42509257940861e+20 1.73986847003044e+10 3.75378596583209e+07 3.23283673392111e+09 2.64554837017600e+09 8.18875493805139e-05 7.50424037795101e-04 
9.01853041237712e-11 6.80736792729785e+02 5.55726072575417e+02 2.43466992872363e+00 1.71453392630352e-10 3.85821046177354e-11 7.40567212479601e-11 2.43886094481365e-08 8.48236519581935e+09 9.84432580949204e+09 1.12077890691050e-03 5.20953235059821e+08 4.74470285725615e-20 2.12571259385265e-46 4.42509257889423e+20 5.57847272170528e+10 1.20355587614019e+08 1.03653238082996e+10 8.48232043692581e+09 8.41792618600605e-04 7.71441509578260e-03 
1.52242744741655e-10 6.80735993650039e+02 5.55725446975293e+02 6.93812966009535e+00 7.29688921213895e-10 1.64201716879675e-10 3.15178030870247e-10 1.03795184293803e-07 1.43192184450465e+10 1.66182592332132e+10 3.19388806099373e-03 8.79426495083901e+08 2.98479751620101e-19 3.23359282781028e-45 4.42509257837985e+20 9.41707463379129e+10 2.03172447170937e+08 1.74978132920091e+10 1.43190908951676e+10 2.39883729745096e-03 2.19838957474175e-02 
2.14300185359538e-10 6.80735194572169e+02 5.55724821376900e+02 1.37472257376498e+01 1.92861341664181e-09 4.33995512549723e-10 8.33034812233675e-10 2.74336142441550e-07 2.01561124715715e+10 2.33921527163048e+10 6.32833903282777e-03 1.23789971466543e+09 1.05292483159843e-18 2.08298949890187e-44 4.42509257786547e+20 1.32556742062913e+11 2.85988438338704e+08 2.46303051850490e+10 2.01558597449017e+10 4.75298817337457e-03 4.35588728681139e-02 
2.76357625977422e-10 6.80734395496174e+02 5.55724195780236e+02 2.28619719963162e+01 4.02972127847648e-09 9.06807660219574e-10 1.74057503383649e-09 5.73206591117343e-07 2.59930472751359e+10 3.01660062590253e+10 1.05241176290070e-02 1.59637289380440e+09 2.76396097222031e-18 8.67725237100050e-44 4.42509257735109e+20 1.70942714392082e+11 3.68803561127409e+08 3.17627994874187e+10 2.59926269861285e+10 7.90421025002782e-03 7.24393536350712e-02 
