Time(s)              GasTemp(K)           NearWallTemp(K)      [O2(X)](m^-3)        [O2(a1Dg)](m^-3)     [O2(b1Sg+)](m^-3)    [O2(A3Su+_C3Du_c1Su-)](m^-3) [O2(+,X)](m^-3)      [O(3P)](m^-3)        [O(1D)](m^-3)        [O(+,gnd)](m^-3)     [O(-,gnd)](m^-3)     [O3(X)](m^-3)        [O3(exc)](m^-3)      [CO2(X)](m^-3)       [CO2(e1)](m^-3)      [CO2(+,X)](m^-3)     [CO(X)](m^-3)        [CO(a3P)](m^-3)      [CO(+,X)](m^-3)      [C(X)](m^-3)        
0.00000000000000e+00 3.97488481728000e+02 3.56602316777600e+02 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 5.73016701006903e+19 5.73016701006903e-06 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
5.19797460235299e-14 3.97488480760302e+02 3.59670777333253e+02 7.66319792862505e-07 8.12344636788950e-20 1.86654276126227e-20 4.12760973985588e-20 4.64184176624787e-18 2.06940233870948e+06 1.23915132752926e+06 1.60422901945013e-09 5.78548918585124e+04 1.94475963516196e-33 1.21178901689959e-65 5.73016701006798e+19 7.02185754269703e+06 5.71377150968292e+04 1.29700622328487e+06 2.06940233481391e+06 6.98898699435059e-10 3.58721409083258e-09 
1.03959492047060e-13 3.97488479792603e+02 3.59670776798142e+02 2.41859580246377e-06 3.50302202079528e-19 8.04897342752329e-20 1.77992284918354e-19 2.07345278260150e-17 4.13880468186069e+06 2.47830265064571e+06 5.06313631461059e-09 1.15709783716135e+05 1.45241542398854e-32 2.55424302896140e-64 5.73016701006694e+19 1.40437150835343e+07 1.14275429493962e+05 2.59401244666156e+06 4.13880466956580e+06 2.20580684990233e-09 1.13216714770205e-08 
1.55939238070590e-13 3.97488478824905e+02 3.59670776263031e+02 4.97550544574220e-06 9.19741778538419e-19 2.11331161829378e-19 4.67330606647298e-19 5.55177971563574e-17 6.20820702954727e+06 3.71745396925634e+06 1.04158215584390e-08 1.73564675572848e+05 5.43684079430980e-32 1.82591630815928e-63 5.73016701006590e+19 2.10655726224785e+07 1.71413143176647e+05 3.89101867013200e+06 6.20820700425437e+06 4.53775860321387e-09 2.32908028787311e-08 
4.10222396070648e-13 3.97488474090957e+02 3.59670775727921e+02 2.97342903887403e-05 1.25723552340523e-17 2.88877867734290e-18 6.38814775076732e-18 7.93067479984326e-16 1.63316533252784e+07 9.77934021283153e+06 6.22463518284197e-08 4.56588848099159e+05 2.16510400514565e-30 5.03816840092099e-61 5.73016701006079e+19 5.54162619830691e+07 4.50928894689862e+05 1.02359292121437e+07 1.63316531741246e+07 2.71182550984253e-08 1.39188973471779e-07 
6.64505554070707e-13 3.97488469357010e+02 3.59670773110177e+02 7.57983815753377e-05 4.63535569700686e-17 1.06507622879866e-17 2.35527364949044e-17 2.95045306977810e-15 2.64550997278233e+07 1.58412263502885e+07 1.58677831599746e-07 7.39613020604068e+05 1.17802279860616e-29 6.02693021553286e-60 5.73016701005568e+19 8.97669512990744e+07 7.30444629376905e+05 1.65808397563634e+07 2.64550993425034e+07 6.91296058175193e-08 3.54819260042949e-07 
9.18788712070766e-13 3.97488464623063e+02 3.59670770492434e+02 1.43467963883352e-04 1.14976774829228e-16 2.64184752461794e-17 5.84209249683847e-17 7.34851625687587e-15 3.65785462386871e+07 2.19031123801320e+07 3.00338673692686e-07 1.02263719308727e+06 3.87611116542769e-29 3.48509634711087e-59 5.73016701005056e+19 1.24117640569866e+08 1.00996034700070e+06 2.29257503028222e+07 3.65785455093699e+07 1.30845583061635e-07 6.71586855600298e-07 
1.17307187007082e-12 3.97488459889116e+02 3.59670767874691e+02 2.32848828697945e-04 2.31763639334832e-16 5.32528589188920e-17 1.17761575493943e-16 1.48454330735517e-14 4.67019928584000e+07 2.79649983018353e+07 4.87450343731779e-07 1.30566136554867e+06 9.76746028795093e-29 1.36531713814411e-58 5.73016701004545e+19 1.58468329795223e+08 1.28947604747770e+06 2.92706608515311e+07 4.67019916747166e+07 2.12362668338808e-07 1.08998697914618e-06 
1.98721981811728e-12 3.97488444732264e+02 3.59670765256948e+02 6.65222281603163e-04 1.14810076217546e-15 2.63801725280577e-16 5.83362227771410e-16 7.37494780283156e-14 7.91146132765273e+07 4.73735656568053e+07 1.39258947677070e-06 2.21183050011475e+06 8.79580587322209e-28 4.12640650479175e-57 5.73016701002909e+19 2.68450222772191e+08 2.18441186005621e+06 4.95853995398921e+07 7.91146098948803e+07 6.06695596848065e-07 3.11396723261807e-06 
2.80136776616373e-12 3.97488429575414e+02 3.59670756875623e+02 1.32036681864258e-03 3.14455746527337e-15 7.22532126055528e-16 1.59778313186522e-15 2.02151643657398e-13 1.11527234811514e+08 6.67821319021893e+07 2.76408199374302e-06 3.11799963445705e+06 3.27398729393437e-27 2.77053808621871e-56 5.73016701001273e+19 3.78432115282969e+08 3.07934749669813e+06 6.99001382513401e+07 1.11527228099450e+08 1.20419994516235e-06 6.18075958866777e-06 
3.61551571421018e-12 3.97488414418568e+02 3.59670748494301e+02 2.19828949753839e-03 6.64625116177570e-15 1.52712425692729e-15 3.37703095608294e-15 4.27405179252832e-13 1.43939857463395e+08 8.61906970379523e+07 4.60194266441313e-06 4.02416876857556e+06 8.71431235518904e-27 1.16337563832872e-55 5.73016700999637e+19 4.88414007327543e+08 3.97428295739790e+06 9.02148769858759e+07 1.43939846288426e+08 2.00488207617802e-06 1.02903970756887e-05 
4.42966366225664e-12 3.97488399261725e+02 3.59670740112981e+02 3.29898923860761e-03 1.20919366069346e-14 2.77839179674582e-15 6.14404163948848e-15 7.77740727019934e-13 1.76352481232166e+08 1.05599261064100e+08 6.90616922337935e-06 4.93033790247027e+06 1.91403683696817e-26 3.71425613531691e-55 5.73016700998001e+19 5.98395898905914e+08 4.86921824215644e+06 1.10529615743499e+08 1.76352464461807e+08 3.00874092894777e-06 1.54428746298215e-05 
1.25711431427212e-11 3.97488247693475e+02 3.59670731731662e+02 2.65586110646458e-02 3.31849359574749e-13 7.62497825038786e-14 1.68616161887252e-13 2.13512846367152e-11 5.00478780348163e+08 2.99684840297319e+08 5.55983181438076e-05 1.39920292291090e+07 1.83622630410355e-24 3.92070520804116e-52 5.73016700981641e+19 1.69821478904874e+09 1.38185614130770e+07 3.13677004589545e+08 5.00478645337946e+08 2.42219176526568e-05 1.24323316673902e-04 
2.07126226231857e-11 3.97488096125553e+02 3.59670647918600e+02 7.20957707087691e-02 1.34612692518397e-12 3.09302647089946e-13 6.83981242894660e-13 8.66121993812401e-11 8.24605191152113e+08 4.93770308569933e+08 1.50926697468395e-04 2.30537205333686e+07 1.08758385116344e-23 5.34798453392990e-51 5.73016700965281e+19 2.79803363257170e+09 2.27678869900495e+07 5.16824395744342e+08 8.24604824654674e+08 6.57525260480600e-05 3.37486966008214e-04 
2.88541021036502e-11 3.97487944557958e+02 3.59670564105752e+02 1.39910453901217e-01 3.47294452449023e-12 7.97986367826007e-13 1.76463948271860e-12 2.23457026251000e-10 1.14873171364385e+09 6.87855665882106e+08 2.92891272397140e-04 3.21154118152493e+07 3.71631154850727e-23 3.27568998766267e-50 5.73016700948920e+19 3.89785242947484e+09 3.17171949731213e+07 7.19971789207888e+08 1.14873100241199e+09 1.27600480449908e-04 6.54933746533105e-04 
3.69955815841147e-11 3.97487792990691e+02 3.59670480293119e+02 2.30002660473972e-01 7.15012612707025e-12 1.64290075550220e-12 3.63305366301773e-12 4.60056537075035e-10 1.47285834782327e+09 8.81940912233941e+08 4.81492037417438e-04 4.11771030747509e+07 9.56667985923869e-23 1.32488198062301e-49 5.73016700932560e+19 4.99767117975818e+09 4.06664853623305e+07 9.23119184980183e+08 1.47285717860990e+09 2.09765704612340e-04 1.07666364771979e-03 
1.18410376388760e-10 3.97486277336018e+02 3.59670396480700e+02 2.35618948798257e+00 2.87606071532442e-10 6.60838999469703e-11 1.46135390609393e-10 1.85053137377523e-08 4.71413083240866e+09 2.82278727296510e+09 4.93249031816684e-03 1.31794014438922e+08 1.52410739103047e-20 2.90573706106670e-46 5.73016700768956e+19 1.59958561185066e+10 1.30158421604948e+08 2.95459326968431e+09 4.71411885482147e+09 2.14884114177741e-03 1.10295353390832e-02 
1.99825171193405e-10 3.97484761714078e+02 3.59669558368332e+02 6.71013164491058e+00 1.22327012884541e-09 2.81073557274475e-10 6.21554752599832e-10 7.87082270932495e-08 7.95541448566277e+09 4.76362253776206e+09 1.40471079740909e-02 2.22410923565191e+08 9.58026120615180e-20 4.41372100155747e-45 5.73016700605352e+19 2.69940363952883e+10 2.19648598502316e+08 4.98606758526330e+09 7.95538037509210e+09 6.11955935739202e-03 3.14107219695863e-02 
