Time(s)              GasTemp(K)           NearWallTemp(K)      [O2(X)](m^-3)        [O2(a1Dg)](m^-3)     [O2(b1Sg+)](m^-3)    [O2(A3Su+_C3Du_c1Su-)](m^-3) [O2(+,X)](m^-3)      [O(3P)](m^-3)        [O(1D)](m^-3)        [O(+,gnd)](m^-3)     [O(-,gnd)](m^-3)     [O3(X)](m^-3)        [O3(exc)](m^-3)      [CO2(X)](m^-3)       [CO2(e1)](m^-3)      [CO2(+,X)](m^-3)     [CO(X)](m^-3)        [CO(a3P)](m^-3)      [CO(+,X)](m^-3)      [C(X)](m^-3)        
0.00000000000000e+00 4.23611802022000e+02 3.68357810909900e+02 6.67394124016242e+19 6.67394124016242e-06 6.67394124016242e-06 6.67394124016242e-06 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 6.67394124016242e+19 6.67394124016242e-06 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
1.81285592143754e-14 4.23611801778158e+02 3.77213718994045e+02 6.67394124016132e+19 3.36970501382102e+06 7.80735272284822e+05 1.53298950840194e+06 1.06009545004226e+04 8.03525979159235e+06 3.32305913469754e+06 8.29449427397750e+00 1.97677606752933e+05 2.01829624075739e-07 1.12301094457511e-13 6.67394124016206e+19 2.71135326922123e+06 5.77484894034996e+03 5.03844966092448e+05 4.15133334672548e+05 2.18474413808385e-11 2.05210903390696e-10 
3.62571184287508e-14 4.23611801534317e+02 3.77213718846996e+02 6.67394124016022e+19 6.73941002763723e+06 1.56147054463017e+06 3.06597901565506e+06 2.12019090011941e+04 1.60705195873341e+07 6.64611826527612e+06 1.65889885392482e+01 3.95355213504451e+05 6.36998138434452e-07 3.54435522003749e-13 6.67394124016170e+19 5.42270653814706e+06 1.15496978635742e+04 1.00768993221587e+06 8.30266669310662e+05 6.89531060001909e-11 6.47669855438362e-10 
5.43856776431263e-14 4.23611801290475e+02 3.77213718699947e+02 6.67394124015912e+19 1.01091150414553e+07 2.34220581704414e+06 4.59896852174196e+06 3.18028635023219e+04 2.41057793873128e+07 9.96917739164891e+06 2.48834827956284e+01 5.93032820254525e+05 1.31042471121948e-06 7.29140383441638e-13 6.67394124016133e+19 8.13405980677806e+06 1.73245467693118e+04 1.51153489837093e+06 1.24540000391362e+06 1.41849478656632e-10 1.33237843579502e-09 
1.92738635400710e-13 4.23611799429531e+02 3.77213718552899e+02 6.67394124015072e+19 3.58259218720660e+07 8.30059627301797e+06 1.62983887129275e+07 1.12706888645468e+05 8.54290179834324e+07 3.53299934989151e+07 8.81851382005367e+01 2.10166245000456e+06 1.39857007194263e-05 7.78185818488283e-12 6.67394124015856e+19 2.88264788587171e+07 6.13968531913094e+04 5.35676277956295e+06 4.41360129375371e+06 1.51390942079559e-09 1.42200050804534e-08 
3.31091593158293e-13 4.23611797568588e+02 3.77213717430656e+02 6.67394124014231e+19 6.15427287027861e+07 1.42589867329527e+07 2.79978088367954e+07 1.93610913809176e+05 1.46752256824117e+08 6.06908093634107e+07 1.51486793092266e+02 3.61029207967121e+06 4.04139230432920e-05 2.24869261673109e-11 6.67394124015578e+19 4.95188978936384e+07 1.05469158603923e+05 9.20199066258072e+06 7.58180258156424e+06 4.37468377202711e-09 4.10909830397363e-08 
4.69444550915876e-13 4.23611795707645e+02 3.77213716308414e+02 6.67394124013391e+19 8.72595355336168e+07 2.02173771968844e+07 3.96972288927337e+07 2.74514938993634e+05 2.08075495911592e+08 8.60516249829282e+07 2.14788447466150e+02 5.11892170925372e+06 8.07201446432868e-05 4.49139258423466e-11 6.67394124015301e+19 7.02113169113873e+07 1.49541462997973e+05 1.30472185474408e+07 1.07500038673268e+07 8.73770906745922e-09 8.20724603084851e-08 
6.07797508673459e-13 4.23611793846702e+02 3.77213715186171e+02 6.67394124012550e+19 1.12976342364558e+08 2.61757676648257e+07 5.13966488805282e+07 3.55418964198906e+05 2.69398735246633e+08 1.11412440356695e+08 2.78090101320556e+02 6.62755133875182e+06 1.34948118640848e-04 7.50872022519932e-11 6.67394124015023e+19 9.09037359119095e+07 1.93613766370250e+05 1.68924464341491e+07 1.39182051510348e+07 1.46077213790280e-08 1.37208923015433e-07 
1.20234689910207e-12 4.23611785849600e+02 3.77213714063929e+02 6.67394124008939e+19 2.23490147584910e+08 5.17809840937778e+07 1.01673007459819e+08 7.03090887383214e+05 5.32925410402889e+08 2.20396427243301e+08 5.50118683171155e+02 1.31106424197479e+07 5.26555618004194e-04 2.92983627770651e-10 6.67394124013831e+19 1.79826049359398e+08 3.83007328454433e+05 3.34166894721597e+07 2.75330361548407e+07 5.69980317400722e-08 5.35377076964833e-07 
1.79689628953067e-12 4.23611777852499e+02 3.77213709241275e+02 6.67394124005327e+19 3.34003952807309e+08 7.73862005968172e+07 1.51949364779968e+08 1.05076281095213e+06 7.96452090133624e+08 3.29380409588997e+08 8.22147255422983e+02 1.95937334991843e+07 1.17540546878746e-03 6.54013659871334e-10 6.67394124012638e+19 2.68748362488578e+08 5.72400871658563e+05 4.99409325443198e+07 4.11478671206848e+07 1.27234030950737e-07 1.19509719950391e-06 
2.39144567995928e-12 4.23611769855399e+02 3.77213704418621e+02 6.67394124001715e+19 4.44517758031755e+08 1.02991417173946e+08 2.02225720840938e+08 1.39843473490566e+06 1.05997877443897e+09 4.38364387393658e+08 1.09417581807577e+03 2.60768245770610e+07 2.08150492939595e-03 1.15818134758505e-09 6.67394124011446e+19 3.57670675299441e+08 7.61794395982109e+05 6.64651756506306e+07 5.47626980485659e+07 2.25316499333079e-07 2.11637667104283e-06 
2.98599507038789e-12 4.23611761858300e+02 3.77213699595968e+02 6.67394123998104e+19 5.55031563258250e+08 1.28596633825164e+08 2.52502075642730e+08 1.74610665924381e+06 1.32350546331892e+09 5.47348360657282e+08 1.36620437112952e+03 3.25599156533779e+07 3.24485395612920e-03 1.80548667732700e-09 6.67394124010253e+19 4.46592987791987e+08 9.51187901425079e+05 8.29894187910919e+07 6.83775289384842e+07 3.51245426576841e-07 3.29921544756793e-06 
8.93148897467395e-12 4.23611681887343e+02 3.77213694773315e+02 6.67394123961987e+19 1.66016961563581e+09 3.84648804412232e+08 7.55265554406242e+08 5.22282592377918e+06 3.95877260372043e+09 1.63718784353799e+09 4.08648937372278e+03 9.73908263307634e+07 2.90269960022007e-02 1.61510727887961e-08 6.67394123998328e+19 1.33581609521009e+09 2.84512191742954e+06 2.48231852073977e+08 2.04525835749718e+08 3.14207987165675e-06 2.95132895345466e-05 
1.48769828789600e-11 4.23611601916454e+02 3.77213646546813e+02 6.67394123925870e+19 2.76530766821813e+09 6.40700982408194e+08 1.25802890725255e+09 8.69954522677611e+06 6.59404020158043e+09 2.72702687231740e+09 6.80677341641673e+03 1.62221736852178e+08 8.05339831993542e-02 4.48103733245714e-08 6.67394123986403e+19 2.22503917079660e+09 4.73905404538781e+06 4.13474288771903e+08 3.40674138764677e+08 8.71754177282396e-06 8.18831812692942e-05 
2.08224767832461e-11 4.23611521945633e+02 3.77213598320358e+02 6.67394123889752e+19 3.87044572100521e+09 8.96753167813041e+08 1.76079213418177e+09 1.21762645682346e+07 9.22930825689849e+09 3.81686544699594e+09 9.52705649921217e+03 2.27052647217620e+08 1.57765804463856e-01 8.77833923480480e-08 6.67394123974478e+19 3.11426221455154e+09 6.63298428530350e+06 5.78716728884871e+08 4.76822437983364e+08 1.70776246106415e-05 1.60408879781799e-04 
2.67679706875321e-11 4.23611441974879e+02 3.77213550093952e+02 6.67394123853635e+19 4.97558377399705e+09 1.15280536062677e+09 2.26355523519395e+09 1.56529839481545e+07 1.18645767696743e+10 4.90670356757390e+09 1.22473386221095e+04 2.91883557427092e+08 2.60722457996257e-01 1.45070139573176e-07 6.67394123962553e+19 4.00348522647492e+09 8.52691263717970e+06 7.43959172412878e+08 6.12970733405779e+08 2.82223226186809e-05 2.65090383660795e-04 
8.62229097303928e-11 4.23610642271050e+02 3.77213501867593e+02 6.67394123492465e+19 1.60269643151771e+10 3.71332769625107e+09 7.29117931989704e+09 5.04201798627201e+07 3.82172870575237e+10 1.58050597979081e+10 3.94501070568247e+04 9.40192650943393e+08 2.70515482276393e+00 1.50519657033308e-06 6.67394123843302e+19 1.28957135949744e+10 2.74660923148289e+07 2.39638379552013e+09 1.97445347883500e+09 2.92821127078396e-04 2.75047492459397e-03 
1.45677848773253e-10 4.23609842573969e+02 3.77213019606630e+02 6.67394123131295e+19 2.70783448768329e+10 6.27385077275887e+09 1.23187908129545e+10 8.51873796233869e+07 6.45700430908753e+10 2.67033706184592e+10 6.66527795021628e+04 1.58850172886257e+09 7.72207053027454e+00 4.29670812681208e-06 6.67394123724051e+19 2.17879387803226e+10 4.64050831918781e+07 4.04880876013130e+09 3.33593584463713e+09 8.35875096216085e-04 7.85144059797228e-03 
2.05132787816114e-10 4.23609042883636e+02 3.77212537350441e+02 6.67394122770124e+19 3.81297254589642e+10 8.83437459014628e+09 1.73463897144150e+10 1.19954583230117e+08 9.09228448694979e+10 3.76016360294584e+10 9.38553559584848e+04 2.23681079118462e+09 1.53114696377688e+01 8.51961507146977e-06 6.67394123604801e+19 3.06801607825238e+10 6.53438852711299e+07 5.70123406624629e+09 4.69741783081227e+09 1.65737891679346e-03 1.55679878614073e-02 
