Species               Population
--------------------------------------------------------------------------------------------------
O2[42.627804%]
 O2(X)                9.23006875580679e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             7.61417106858194e-02
 O2(b1Sg+)            8.05943325315104e-04
 O2(A3Su+_C3Du_c1Su-) 4.54704081870058e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[17.580344%]
 O(3P)                9.99784198460582e-01
 O(1D)                2.15801539418129e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[16.536374%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[23.255478%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99982973594166e-01
 | | CO(X,v=0,J=0)    | | 1.02764549681247e-02
 | | CO(X,v=0,J=1)    | | 3.02252594410160e-02
 | | CO(X,v=0,J=2)    | | 4.84205485577265e-02
 | | CO(X,v=0,J=3)    | | 6.38813548420108e-02
 | | CO(X,v=0,J=4)    | | 7.58822892536914e-02
 | | CO(X,v=0,J=5)    | | 8.40074681346887e-02
 | | CO(X,v=0,J=6)    | | 8.81660365801099e-02
 | | CO(X,v=0,J=7)    | | 8.85701619404283e-02
 | | CO(X,v=0,J=8)    | | 8.56818380171413e-02
 | | CO(X,v=0,J=9)    | | 8.01387540846394e-02
 | | CO(X,v=0,J=10)   | | 7.26712903295165e-02
 | | CO(X,v=0,J=11)   | | 6.40223281988977e-02
 | | CO(X,v=0,J=12)   | | 5.48793736271773e-02
 | | CO(X,v=0,J=13)   | | 4.58251473694193e-02
 | | CO(X,v=0,J=14)   | | 3.73090793271588e-02
 | | CO(X,v=0,J=15)   | | 2.96387658178918e-02
 | | CO(X,v=0,J=16)   | | 2.29879216235926e-02
 | | CO(X,v=0,J=17)   | | 1.74159278867692e-02
 | CO(X,v=1)          | 1.70260736427022e-05
 | CO(X,v=2)          | 3.32184437716266e-10
 | CO(X,v=3)          | 7.42654694720117e-15
 | CO(X,v=4)          | 1.90255601472234e-19
 | CO(X,v=5)          | 5.58509862266628e-24
 | CO(X,v=6)          | 1.87874186784716e-28
 | CO(X,v=7)          | 7.24179545871981e-33
 | CO(X,v=8)          | 3.19866138685974e-37
 | CO(X,v=9)          | 1.61894894945713e-41
 | CO(X,v=10)         | 9.38946643856176e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
