Species               Population
--------------------------------------------------------------------------------------------------
O2[87.439131%]
 O2(X)                9.03917955466408e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             9.36435914831912e-02
 O2(b1Sg+)            2.41974163066074e-03
 O2(A3Su+_C3Du_c1Su-) 1.87114197397970e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[12.560869%]
 O(3P)                9.99986265387817e-01
 O(1D)                1.37346121834123e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[0.000000%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[0.000000%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99875562457993e-01
 | | CO(X,v=0,J=0)    | | 8.70916598198839e-03
 | | CO(X,v=0,J=1)    | | 2.57075137013993e-02
 | | CO(X,v=0,J=2)    | | 4.14794828283022e-02
 | | CO(X,v=0,J=3)    | | 5.53156639560298e-02
 | | CO(X,v=0,J=4)    | | 6.66563630557128e-02
 | | CO(X,v=0,J=5)    | | 7.51282128264139e-02
 | | CO(X,v=0,J=6)    | | 8.05614449323809e-02
 | | CO(X,v=0,J=7)    | | 8.29871651883833e-02
 | | CO(X,v=0,J=8)    | | 8.26164674364713e-02
 | | CO(X,v=0,J=9)    | | 7.98052723173813e-02
 | | CO(X,v=0,J=10)   | | 7.50101120815959e-02
 | | CO(X,v=0,J=11)   | | 6.87405727056957e-02
 | | CO(X,v=0,J=12)   | | 6.15137726015382e-02
 | | CO(X,v=0,J=13)   | | 5.38152566875405e-02
 | | CO(X,v=0,J=14)   | | 4.60692562831643e-02
 | | CO(X,v=0,J=15)   | | 3.86196827948661e-02
 | | CO(X,v=0,J=16)   | | 3.17217404371944e-02
 | | CO(X,v=0,J=17)   | | 2.55428541839420e-02
 | CO(X,v=1)          | 1.24420230555453e-04
 | CO(X,v=2)          | 1.73087587307084e-08
 | CO(X,v=3)          | 2.69197313592405e-12
 | CO(X,v=4)          | 4.68064166038457e-16
 | CO(X,v=5)          | 9.09850296123940e-20
 | CO(X,v=6)          | 1.97726264939616e-23
 | CO(X,v=7)          | 4.80384138468950e-27
 | CO(X,v=8)          | 1.30479664316781e-30
 | CO(X,v=9)          | 3.96211317816959e-34
 | CO(X,v=10)         | 1.34505733820163e-37
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
