Species               Population
--------------------------------------------------------------------------------------------------
O2[50.022320%]
 O2(X)                9.39743274582221e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             6.00091312523862e-02
 O2(b1Sg+)            2.24714091855608e-04
 O2(A3Su+_C3Du_c1Su-) 2.28800735370510e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[4.689175%]
 O(3P)                9.99993446271001e-01
 O(1D)                6.55372899905621e-06
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[31.122856%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[14.165650%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99903548776971e-01
 | | CO(X,v=0,J=0)    | | 8.90545487327458e-03
 | | CO(X,v=0,J=1)    | | 2.62748481231491e-02
 | | CO(X,v=0,J=2)    | | 4.23559735727316e-02
 | | CO(X,v=0,J=3)    | | 5.64067738695523e-02
 | | CO(X,v=0,J=4)    | | 6.78464518206410e-02
 | | CO(X,v=0,J=5)    | | 7.62942095174519e-02
 | | CO(X,v=0,J=6)    | | 8.15866984338650e-02
 | | CO(X,v=0,J=7)    | | 8.37736102867147e-02
 | | CO(X,v=0,J=8)    | | 8.30936264372214e-02
 | | CO(X,v=0,J=9)    | | 7.99351996316908e-02
 | | CO(X,v=0,J=10)   | | 7.47880623066446e-02
 | | CO(X,v=0,J=11)   | | 6.81918069092331e-02
 | | CO(X,v=0,J=12)   | | 6.06874094327653e-02
 | | CO(X,v=0,J=13)   | | 5.27763601992171e-02
 | | CO(X,v=0,J=14)   | | 4.48904130781698e-02
 | | CO(X,v=0,J=15)   | | 3.73731826128015e-02
 | | CO(X,v=0,J=16)   | | 3.04731933012819e-02
 | | CO(X,v=0,J=17)   | | 2.43467255935942e-02
 | CO(X,v=1)          | 9.64407898148567e-05
 | CO(X,v=2)          | 1.04319489113245e-08
 | CO(X,v=3)          | 1.26552925460442e-12
 | CO(X,v=4)          | 1.72179313077763e-16
 | CO(X,v=5)          | 2.62719190382009e-20
 | CO(X,v=6)          | 4.49577603255617e-24
 | CO(X,v=7)          | 8.62818766920482e-28
 | CO(X,v=8)          | 1.85710535443755e-31
 | CO(X,v=9)          | 4.48286381855337e-35
 | CO(X,v=10)         | 1.21360286816242e-38
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
