Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
1.25000000000000e-02 1.62328334751581e-01 -8.75342169936975e-04 
3.75000000000000e-02 1.62343370526355e-01 -2.74362889567806e-04 
6.25000000000000e-02 1.62355497467724e-01 1.99210833547599e-04 
8.75000000000000e-02 1.62364185930835e-01 5.45719800219388e-04 
1.12500000000000e-01 1.62368914163913e-01 8.62186297241995e-04 
1.37500000000000e-01 1.62369379166747e-01 1.32976135797068e-03 
1.62500000000000e-01 1.62361122409051e-01 1.90739884595204e-03 
1.87500000000000e-01 1.62343765022420e-01 2.40036569370357e-03 
2.12500000000000e-01 1.62317615726000e-01 2.83219963567057e-03 
2.37500000000000e-01 1.62282803542212e-01 3.16441791575854e-03 
2.62500000000000e-01 1.62241509975253e-01 4.23654493765014e-03 
2.87500000000000e-01 1.62165847692154e-01 6.02306792169930e-03 
3.12500000000000e-01 1.62055250260472e-01 7.02474015990861e-03 
3.37500000000000e-01 1.61930018850378e-01 7.34905483099633e-03 
3.62500000000000e-01 1.61798077611793e-01 7.63805283241058e-03 
3.87500000000000e-01 1.61656832104692e-01 8.60039773139666e-03 
4.12500000000000e-01 1.61476521563483e-01 1.05853448010619e-02 
4.37500000000000e-01 1.61243841425997e-01 1.16482232770012e-02 
4.62500000000000e-01 1.60961499618657e-01 1.12400984784882e-02 
4.87500000000000e-01 1.60737113733037e-01 1.09771088249798e-02 
5.12500000000000e-01 1.60501340698840e-01 1.16585028710269e-02 
5.37500000000000e-01 1.60239030823054e-01 1.27922327242790e-02 
5.62500000000000e-01 1.59947245626287e-01 1.30300180963042e-02 
5.87500000000000e-01 1.59610441985846e-01 1.24068634659602e-02 
6.12500000000000e-01 1.59344720825921e-01 1.26452209858415e-02 
6.37500000000000e-01 1.59057829778614e-01 1.39887995948303e-02 
6.62500000000000e-01 1.58748352907786e-01 1.49543040317857e-02 
6.87500000000000e-01 1.58437340980097e-01 1.50119906265963e-02 
7.12500000000000e-01 1.58097582488400e-01 1.46779363040120e-02 
