Species               Population
--------------------------------------------------------------------------------------------------
O2[48.966858%]
 O2(X)                9.16013249926498e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             8.32575241585178e-02
 O2(b1Sg+)            6.88368693203951e-04
 O2(A3Su+_C3Du_c1Su-) 4.08572217798982e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[31.560280%]
 O(3P)                9.99692739310319e-01
 O(1D)                3.07260689680871e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[6.878825%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[12.594037%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99984358058959e-01
 | | CO(X,v=0,J=0)    | | 1.03448997899281e-02
 | | CO(X,v=0,J=1)    | | 3.04219201649207e-02
 | | CO(X,v=0,J=2)    | | 4.87207012926751e-02
 | | CO(X,v=0,J=3)    | | 6.42478805152969e-02
 | | CO(X,v=0,J=4)    | | 7.62710267343047e-02
 | | CO(X,v=0,J=5)    | | 8.43733253682712e-02
 | | CO(X,v=0,J=6)    | | 8.84688354261988e-02
 | | CO(X,v=0,J=7)    | | 8.87793117382691e-02
 | | CO(X,v=0,J=8)    | | 8.57792159570712e-02
 | | CO(X,v=0,J=9)    | | 8.01195437838051e-02
 | | CO(X,v=0,J=10)   | | 7.25429072852071e-02
 | | CO(X,v=0,J=11)   | | 6.38018648471943e-02
 | | CO(X,v=0,J=12)   | | 5.45901766615085e-02
 | | CO(X,v=0,J=13)   | | 4.54931793442552e-02
 | | CO(X,v=0,J=14)   | | 3.69596318120019e-02
 | | CO(X,v=0,J=15)   | | 2.92939222802421e-02
 | | CO(X,v=0,J=16)   | | 2.26649645153168e-02
 | | CO(X,v=0,J=17)   | | 1.71266924835330e-02
 | CO(X,v=1)          | 1.56416603805128e-05
 | CO(X,v=2)          | 2.80654595750534e-10
 | CO(X,v=3)          | 5.77645142076293e-15
 | CO(X,v=4)          | 1.36379707081907e-19
 | CO(X,v=5)          | 3.69349948005667e-24
 | CO(X,v=6)          | 1.14742944918755e-28
 | CO(X,v=7)          | 4.08896697277315e-33
 | CO(X,v=8)          | 1.67147880635904e-37
 | CO(X,v=9)          | 7.83768503204629e-42
 | CO(X,v=10)         | 4.21574564621721e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
