Species               Population
--------------------------------------------------------------------------------------------------
O2[20.240208%]
 O2(X)                9.47450431669723e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             5.23270582366721e-02
 O2(b1Sg+)            2.08436977080359e-04
 O2(A3Su+_C3Du_c1Su-) 1.40731165247639e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[12.031420%]
 O(3P)                9.99917777720797e-01
 O(1D)                8.22222792033535e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[15.216329%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[52.512043%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99984191844047e-01
 | | CO(X,v=0,J=0)    | | 1.03363627723028e-02
 | | CO(X,v=0,J=1)    | | 3.03973938564922e-02
 | | CO(X,v=0,J=2)    | | 4.86832771787824e-02
 | | CO(X,v=0,J=3)    | | 6.42021984078134e-02
 | | CO(X,v=0,J=4)    | | 7.62226036631960e-02
 | | CO(X,v=0,J=5)    | | 8.43277899996272e-02
 | | CO(X,v=0,J=6)    | | 8.84311966912866e-02
 | | CO(X,v=0,J=7)    | | 8.87533751844114e-02
 | | CO(X,v=0,J=8)    | | 8.57672255770470e-02
 | | CO(X,v=0,J=9)    | | 8.01220800426648e-02
 | | CO(X,v=0,J=10)   | | 7.25590246409858e-02
 | | CO(X,v=0,J=11)   | | 6.38294139702821e-02
 | | CO(X,v=0,J=12)   | | 5.46262341703948e-02
 | | CO(X,v=0,J=13)   | | 4.55345032018074e-02
 | | CO(X,v=0,J=14)   | | 3.70030714329364e-02
 | | CO(X,v=0,J=15)   | | 2.93367338238910e-02
 | | CO(X,v=0,J=16)   | | 2.27050074959359e-02
 | | CO(X,v=0,J=17)   | | 1.71625078901429e-02
 | CO(X,v=1)          | 1.58078693337707e-05
 | CO(X,v=2)          | 2.86613254002993e-10
 | CO(X,v=3)          | 5.96021507736346e-15
 | CO(X,v=4)          | 1.42157678693263e-19
 | CO(X,v=5)          | 3.88885225885524e-24
 | CO(X,v=6)          | 1.22015581699231e-28
 | CO(X,v=7)          | 4.39088309881081e-33
 | CO(X,v=8)          | 1.81230456479607e-37
 | CO(X,v=9)          | 8.57932704390576e-42
 | CO(X,v=10)         | 4.65819850939171e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
