Energy(eV)           EEDF(eV^-(3/2))      Anisotropy(eV^-(3/2))
1.25000000000000e-02 3.55486638586772e-01 1.01998229939602e-02 
3.75000000000000e-02 3.55160258917943e-01 7.51800561519171e-03 
6.25000000000000e-02 3.54662957884704e-01 1.27784716109810e-02 
8.75000000000000e-02 3.54054600312260e-01 1.64878229185918e-02 
1.12500000000000e-01 3.53400664291454e-01 1.86713122409750e-02 
1.37500000000000e-01 3.52736056695873e-01 2.00768015140021e-02 
1.62500000000000e-01 3.52044823109391e-01 2.11550901689097e-02 
1.87500000000000e-01 3.51362840007311e-01 2.19092016186545e-02 
2.12500000000000e-01 3.50683743715543e-01 2.24863810742869e-02 
2.37500000000000e-01 3.49995815367991e-01 2.29362630756432e-02 
2.62500000000000e-01 3.49304042138059e-01 2.40559024834581e-02 
2.87500000000000e-01 3.48572213868552e-01 2.57581030882093e-02 
3.12500000000000e-01 3.47814056174727e-01 2.63305181643915e-02 
3.37500000000000e-01 3.47059803622812e-01 2.58770035407565e-02 
3.62500000000000e-01 3.46329534010198e-01 2.52827992911238e-02 
3.87500000000000e-01 3.45612839262417e-01 2.54083203627794e-02 
4.12500000000000e-01 3.44865253656325e-01 2.66542613316110e-02 
4.37500000000000e-01 3.44065141543927e-01 2.71181131748822e-02 
4.62500000000000e-01 3.43228376726031e-01 2.62580515973394e-02 
4.87500000000000e-01 3.42469564161948e-01 2.57080706898077e-02 
5.12500000000000e-01 3.41703237714247e-01 2.62197962053389e-02 
5.37500000000000e-01 3.40907031134686e-01 2.73228865887264e-02 
5.62500000000000e-01 3.40072577470785e-01 2.77256239515574e-02 
5.87500000000000e-01 3.39192239361114e-01 2.73743720895399e-02 
6.12500000000000e-01 3.38377304874140e-01 2.81085665103338e-02 
6.37500000000000e-01 3.37517363813942e-01 3.00544104522590e-02 
6.62500000000000e-01 3.36605159070777e-01 3.17850448265616e-02 
6.87500000000000e-01 3.35663134027967e-01 3.28163183854317e-02 
7.12500000000000e-01 3.34664292628879e-01 3.35759617498826e-02 
7.37500000000000e-01 3.33686681201371e-01 3.49790728950858e-02 
7.62500000000000e-01 3.32652496126117e-01 3.70153783586545e-02 
7.87500000000000e-01 3.31553975427466e-01 3.87085533776081e-02 
8.12500000000000e-01 3.30335903061577e-01 3.99206181878633e-02 
8.37500000000000e-01 3.29130874426960e-01 4.19607875014564e-02 
8.62500000000000e-01 3.27810607836443e-01 4.47803918879734e-02 
8.87500000000000e-01 3.26363234553002e-01 4.77661782329559e-02 
9.12500000000000e-01 3.24780958394965e-01 5.07853857785296e-02 
9.37500000000000e-01 3.23068421779122e-01 5.38767004473745e-02 
9.62500000000000e-01 3.21256360406826e-01 5.73016647130074e-02 
9.87500000000000e-01 3.19309637140924e-01 6.09948981532615e-02 
1.01250000000000e+00 3.17221661837532e-01 6.46774801700760e-02 
1.03750000000000e+00 3.14943237133427e-01 6.82413807742382e-02 
1.06250000000000e+00 3.12524841834189e-01 7.19731926691666e-02 
1.08750000000000e+00 3.09924161656628e-01 7.57821041513925e-02 
1.11250000000000e+00 3.07136770444261e-01 7.95421759274739e-02 
1.13750000000000e+00 3.04162774752773e-01 8.32292326218342e-02 
1.16250000000000e+00 3.00981591047183e-01 8.68537461202904e-02 
1.18750000000000e+00 2.97623210431367e-01 9.05390822097376e-02 
1.21250000000000e+00 2.94058797552248e-01 9.42291147213179e-02 
1.23750000000000e+00 2.90258466702877e-01 9.78041411161675e-02 
1.26250000000000e+00 2.86207585143927e-01 1.01197415750625e-01 
1.28750000000000e+00 2.81922588294966e-01 1.04369595197004e-01 
1.31250000000000e+00 2.77393150067874e-01 1.07206684457435e-01 
1.33750000000000e+00 2.72612077277804e-01 1.09573720646388e-01 
1.36250000000000e+00 2.67581403597020e-01 1.11390139871581e-01 
1.38750000000000e+00 2.62331286216202e-01 1.12633700425065e-01 
1.41250000000000e+00 2.56868006313815e-01 1.13276242660434e-01 
1.43750000000000e+00 2.51213502112497e-01 1.13311848292816e-01 
1.46250000000000e+00 2.45387538459972e-01 1.12795021816979e-01 
1.48750000000000e+00 2.39421862118445e-01 1.11818364190150e-01 
1.51250000000000e+00 2.33339117675152e-01 1.10482386280080e-01 
1.53750000000000e+00 2.27223208761237e-01 1.08875525333147e-01 
1.56250000000000e+00 2.21099221970082e-01 1.07101405943961e-01 
