Species               Population
--------------------------------------------------------------------------------------------------
O2[40.715768%]
 O2(X)                9.24459755041052e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             7.50155018901561e-02
 O2(b1Sg+)            4.93295711540011e-04
 O2(A3Su+_C3Du_c1Su-) 3.14473572517145e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[21.197798%]
 O(3P)                9.99733154210678e-01
 O(1D)                2.66845789322337e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[11.695741%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[26.390693%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99927460808313e-01
 | | CO(X,v=0,J=0)    | | 9.12663201954316e-03
 | | CO(X,v=0,J=1)    | | 2.69135912607293e-02
 | | CO(X,v=0,J=2)    | | 4.33411186837006e-02
 | | CO(X,v=0,J=3)    | | 5.76298812228898e-02
 | | CO(X,v=0,J=4)    | | 6.91753911150097e-02
 | | CO(X,v=0,J=5)    | | 7.75891663695639e-02
 | | CO(X,v=0,J=6)    | | 8.27162613998180e-02
 | | CO(X,v=0,J=7)    | | 8.46287264144555e-02
 | | CO(X,v=0,J=8)    | | 8.35976994826149e-02
 | | CO(X,v=0,J=9)    | | 8.00493338164235e-02
 | | CO(X,v=0,J=10)   | | 7.45112740340708e-02
 | | CO(X,v=0,J=11)   | | 6.75567831151793e-02
 | | CO(X,v=0,J=12)   | | 5.97529597634113e-02
 | | CO(X,v=0,J=13)   | | 5.16180178205167e-02
 | | CO(X,v=0,J=14)   | | 4.35906715601671e-02
 | | CO(X,v=0,J=15)   | | 3.60126529663347e-02
 | | CO(X,v=0,J=16)   | | 2.91236014771987e-02
 | | CO(X,v=0,J=17)   | | 2.30662374783732e-02
 | CO(X,v=1)          | 7.25332694944289e-05
 | CO(X,v=2)          | 5.92164796067662e-09
 | CO(X,v=3)          | 5.44107220138755e-13
 | CO(X,v=4)          | 5.62681925762001e-17
 | CO(X,v=5)          | 6.54904559376563e-21
 | CO(X,v=6)          | 8.57886108164948e-25
 | CO(X,v=7)          | 1.26478827013871e-28
 | CO(X,v=8)          | 2.09866246763314e-32
 | CO(X,v=9)          | 3.91925873291036e-36
 | CO(X,v=10)         | 8.23762174764190e-40
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
