Species               Population
--------------------------------------------------------------------------------------------------
O2[22.757358%]
 O2(X)                9.67716093911163e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             3.21828317428291e-02
 O2(b1Sg+)            8.85758627911814e-05
 O2(A3Su+_C3Du_c1Su-) 1.24984832168527e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[3.015959%]
 O(3P)                9.99997222532223e-01
 O(1D)                2.77746777692585e-06
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[25.692254%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[48.534429%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99912513213638e-01
 | | CO(X,v=0,J=0)    | | 8.98098867503650e-03
 | | CO(X,v=0,J=1)    | | 2.64930467144672e-02
 | | CO(X,v=0,J=2)    | | 4.26927036242619e-02
 | | CO(X,v=0,J=3)    | | 5.68252296529772e-02
 | | CO(X,v=0,J=4)    | | 6.83017256280816e-02
 | | CO(X,v=0,J=5)    | | 7.67386864251119e-02
 | | CO(X,v=0,J=6)    | | 8.19754933088489e-02
 | | CO(X,v=0,J=7)    | | 8.40693052023685e-02
 | | CO(X,v=0,J=8)    | | 8.32697258606725e-02
 | | CO(X,v=0,J=9)    | | 7.99779615228309e-02
 | | CO(X,v=0,J=10)   | | 7.46966357983229e-02
 | | CO(X,v=0,J=11)   | | 6.79768605931345e-02
 | | CO(X,v=0,J=12)   | | 6.03686268862832e-02
 | | CO(X,v=0,J=13)   | | 5.23792862998307e-02
 | | CO(X,v=0,J=14)   | | 4.44431502706115e-02
 | | CO(X,v=0,J=15)   | | 3.69033726242129e-02
 | | CO(X,v=0,J=16)   | | 3.00056012302796e-02
 | | CO(X,v=0,J=17)   | | 2.39015996826675e-02
 | CO(X,v=1)          | 8.74781920133713e-05
 | CO(X,v=2)          | 8.59340025383438e-09
 | CO(X,v=3)          | 9.47889535526979e-13
 | CO(X,v=4)          | 1.17402640259279e-16
 | CO(X,v=5)          | 1.63277162906759e-20
 | CO(X,v=6)          | 2.54976686936855e-24
 | CO(X,v=7)          | 4.47098228049525e-28
 | CO(X,v=8)          | 8.80304395100028e-32
 | CO(X,v=9)          | 1.94621241347707e-35
 | CO(X,v=10)         | 4.83142289509521e-39
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
