Species               Population
--------------------------------------------------------------------------------------------------
O2[18.741134%]
 O2(X)                9.44462653306450e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             5.53494395034553e-02
 O2(b1Sg+)            1.76186919656577e-04
 O2(A3Su+_C3Du_c1Su-) 1.17202704387417e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[15.927791%]
 O(3P)                9.99918934841577e-01
 O(1D)                8.10651584231872e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[11.927332%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[53.403743%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99927678048055e-01
 | | CO(X,v=0,J=0)    | | 9.12896947697646e-03
 | | CO(X,v=0,J=1)    | | 2.69203386927031e-02
 | | CO(X,v=0,J=2)    | | 4.33515159562734e-02
 | | CO(X,v=0,J=3)    | | 5.76427715444889e-02
 | | CO(X,v=0,J=4)    | | 6.91893678938913e-02
 | | CO(X,v=0,J=5)    | | 7.76027457755050e-02
 | | CO(X,v=0,J=6)    | | 8.27280550650076e-02
 | | CO(X,v=0,J=7)    | | 8.46375902507453e-02
 | | CO(X,v=0,J=8)    | | 8.36028400587217e-02
 | | CO(X,v=0,J=9)    | | 8.00503618288021e-02
 | | CO(X,v=0,J=10)   | | 7.45082034168662e-02
 | | CO(X,v=0,J=11)   | | 6.75499825589923e-02
 | | CO(X,v=0,J=12)   | | 5.97430694899290e-02
 | | CO(X,v=0,J=13)   | | 5.16058476171333e-02
 | | CO(X,v=0,J=14)   | | 4.35770962059253e-02
 | | CO(X,v=0,J=15)   | | 3.59985187531750e-02
 | | CO(X,v=0,J=16)   | | 2.91096534164127e-02
 | | CO(X,v=0,J=17)   | | 2.30530719984512e-02
 | CO(X,v=1)          | 7.23160649525483e-05
 | CO(X,v=2)          | 5.88645338549652e-09
 | CO(X,v=3)          | 5.39293714997516e-13
 | CO(X,v=4)          | 5.56095954270688e-17
 | CO(X,v=5)          | 6.45396846015565e-21
 | CO(X,v=6)          | 8.43056475755683e-25
 | CO(X,v=7)          | 1.23947914918828e-28
 | CO(X,v=8)          | 2.05104178790144e-32
 | CO(X,v=9)          | 3.81999257622063e-36
 | CO(X,v=10)         | 8.00761631534927e-40
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
