**************************************
*    e-Kinetics Rate Coefficients    *
**************************************

ID   Ine.R.Coeff.(m^3s^-1) Sup.R.Coeff.(m^3s^-1) Threshold(eV)         Description
   1 8.94738334951580e-18  (N/A)                 0.00000000000000e+00  e+O2(X)->O(-,gnd)+O(3P),Attachment
   2 4.78587226750537e-14  (N/A)                 0.00000000000000e+00  e+O2(X)->e+O2(X),Effective
   3 4.40554141492902e-16  4.66216319001997e-16  1.90000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=1),Vibrational
   4 1.67427874119186e-16  1.93994499815637e-16  3.80000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=2),Vibrational
   5 5.87507421265277e-17  7.95422381359625e-17  6.00000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=3),Vibrational
   6 2.61221676958077e-17  4.21991332891690e-17  8.00000000000000e-01  e+O2(X,v=0)<->e+O2(X,v=4),Vibrational
   7 1.92028884116876e-16  6.02220137494436e-16  9.77000000000000e-01  e+O2(X)<->e+O2(a1Dg),Excitation
   8 4.28382587186099e-17  4.70601088716295e-16  1.62700000000000e+00  e+O2(X)<->e+O2(b1Sg+),Excitation
   9 7.79488127625656e-17  3.89823183780680e-16  4.50000000000000e+00  e+O2(X)<->e+O2(A3Su+_C3Du_c1Su-),Excitation
  10 1.13345421335099e-16  (N/A)                 6.00000000000000e+00  e+O2(X)->e+2O(3P),Excitation
  11 1.25839773993498e-16  (N/A)                 8.40000000000000e+00  e+O2(X)->e+O(3P)+O(1D),Excitation
  12 7.34874681000374e-20  (N/A)                 9.97000000000000e+00  e+O2(X)->e+O2(9.97eV),Excitation
  13 1.82850521880516e-21  (N/A)                 1.47000000000000e+01  e+O2(X)->e+O2(14.7eV),Excitation
  14 3.49132211746371e-19  (N/A)                 1.21000000000000e+01  e+O2(X)->e+e+O2(+,X),Ionization
 120 4.63265586840452e-14  (N/A)                 0.00000000000000e+00  e+O2(X)->e+O2(X),Elastic
 121 4.63265586840452e-14  (N/A)                 0.00000000000000e+00  e+O2(a1Dg)->e+O2(a1Dg),Elastic
 122 4.63265586840452e-14  (N/A)                 0.00000000000000e+00  e+O2(b1Sg+)->e+O2(b1Sg+),Elastic
 123 4.63265586840452e-14  (N/A)                 0.00000000000000e+00  e+O2(A3Su+_C3Du_c1Su-)->e+O2(A3Su+_C3Du_c1Su-),Elastic
  15 2.54848899879761e-14  (N/A)                 0.00000000000000e+00  e+O(3P)->e+O(3P),Elastic
  16 6.18333800017690e-16  5.38177740006710e-15  1.96000000000000e+00  e+O(3P)<->e+O(1D),Excitation
  17 3.50094380713095e-17  5.30544987197605e-15  4.18000000000000e+00  e+O(3P)<->e+O(1S),Excitation
  18 5.59880397667838e-18  (N/A)                 9.20000000000000e+00  e+O(3P)->e+O(4S0),Excitation
  19 6.33363985614223e-20  (N/A)                 1.25000000000000e+01  e+O(3P)->e+O(2D0),Excitation
  20 3.55357214006295e-21  (N/A)                 1.41000000000000e+01  e+O(3P)->e+O(2P0),Excitation
  21 1.99825317370107e-21  (N/A)                 1.57000000000000e+01  e+O(3P)->e+O(3P0),Excitation
