Species               Population
--------------------------------------------------------------------------------------------------
O2[16.922358%]
 O2(X)                9.31325724691291e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             6.82176680385638e-02
 O2(b1Sg+)            4.28105887643081e-04
 O2(A3Su+_C3Du_c1Su-) 2.85013825023861e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[20.302265%]
 O(3P)                9.99810838975198e-01
 O(1D)                1.89161024801689e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[8.672663%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[54.102714%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99984330625326e-01
 | | CO(X,v=0,J=0)    | | 1.03434844033295e-02
 | | CO(X,v=0,J=1)    | | 3.04178539060789e-02
 | | CO(X,v=0,J=2)    | | 4.87144968633711e-02
 | | CO(X,v=0,J=3)    | | 6.42403073657172e-02
 | | CO(X,v=0,J=4)    | | 7.62629997297593e-02
 | | CO(X,v=0,J=5)    | | 8.43657777942536e-02
 | | CO(X,v=0,J=6)    | | 8.84625976851655e-02
 | | CO(X,v=0,J=7)    | | 8.87750145700610e-02
 | | CO(X,v=0,J=8)    | | 8.57772310781722e-02
 | | CO(X,v=0,J=9)    | | 8.01199670326754e-02
 | | CO(X,v=0,J=10)   | | 7.25455814913712e-02
 | | CO(X,v=0,J=11)   | | 6.38064333231089e-02
 | | CO(X,v=0,J=12)   | | 5.45961545057313e-02
 | | CO(X,v=0,J=13)   | | 4.55000289743102e-02
 | | CO(X,v=0,J=14)   | | 3.69668309601980e-02
 | | CO(X,v=0,J=15)   | | 2.93010162441682e-02
 | | CO(X,v=0,J=16)   | | 2.26715987136206e-02
 | | CO(X,v=0,J=17)   | | 1.71326253589079e-02
 | CO(X,v=1)          | 1.56690930341243e-05
 | CO(X,v=2)          | 2.81633781409969e-10
 | CO(X,v=3)          | 5.80651906600941e-15
 | CO(X,v=4)          | 1.37321073335845e-19
 | CO(X,v=5)          | 3.72519271604579e-24
 | CO(X,v=6)          | 1.15917905070482e-28
 | CO(X,v=7)          | 4.13754304724604e-33
 | CO(X,v=8)          | 1.69404424717780e-37
 | CO(X,v=9)          | 7.95604437621843e-42
 | CO(X,v=10)         | 4.28607599289194e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
