Time(s)              GasTemp(K)           NearWallTemp(K)      [O2(X)](m^-3)        [O2(a1Dg)](m^-3)     [O2(b1Sg+)](m^-3)    [O2(A3Su+_C3Du_c1Su-)](m^-3) [O2(+,X)](m^-3)      [O(3P)](m^-3)        [O(1D)](m^-3)        [O(+,gnd)](m^-3)     [O(-,gnd)](m^-3)     [O3(X)](m^-3)        [O3(exc)](m^-3)      [CO2(X)](m^-3)       [CO2(e1)](m^-3)      [CO2(+,X)](m^-3)     [CO(X)](m^-3)        [CO(a3P)](m^-3)      [CO(+,X)](m^-3)      [C(X)](m^-3)        
0.00000000000000e+00 3.59096539958000e+02 3.14575942981100e+02 8.38160050582612e+19 8.38160050582612e-06 8.38160050582612e-06 8.38160050582612e-06 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 8.38160050582612e+19 8.38160050582612e-06 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
3.71738441235425e-14 3.59096539651966e+02 3.17994793817215e+02 8.38160050582484e+19 4.29485737101277e+06 9.95003599240913e+05 1.83435120192194e+06 7.02322042194719e+03 8.62351564720920e+06 3.35608395321982e+06 3.34839236061182e+00 2.42797544343069e+05 6.38396567542279e-07 5.16357087954737e-13 8.38160050582571e+19 3.09326263833579e+06 3.29812103998325e+03 5.76759195467031e+05 3.38168730535916e+05 1.09958368784629e-11 1.42366839993940e-10 
7.43476882470850e-14 3.59096539345932e+02 3.17994793647201e+02 8.38160050582356e+19 8.58971474202501e+06 1.99000719866760e+06 3.66870240139139e+06 1.40464408444198e+04 1.72470313024670e+07 6.71216789845705e+06 6.69678471180070e+00 4.85595088682159e+05 2.01485498954119e-06 1.62968397586778e-12 8.38160050582531e+19 6.18652527599656e+06 6.59624206100810e+03 1.15351839099890e+06 6.76337460999769e+05 3.47041601390838e-11 4.49326566746111e-10 
1.11521532370628e-13 3.59096539039898e+02 3.17994793477187e+02 8.38160050582228e+19 1.28845721130453e+07 2.98501079829255e+06 5.50305359836519e+06 2.10696612674288e+04 2.58705469659430e+07 1.00682518355434e+07 1.00451770533680e+01 7.28392633017187e+05 4.14493482555543e-06 3.35256577275547e-12 8.38160050582491e+19 9.27978791297664e+06 9.89436306267486e+03 1.73027758659699e+06 1.01450619139004e+06 7.13929697769343e-11 9.24349069428054e-10 
3.04789889457519e-13 3.59096537448815e+02 3.17994793307172e+02 8.38160050581563e+19 3.52137136800442e+07 8.15807577559053e+06 1.50399214985941e+07 5.75836754868363e+04 7.07045626167314e+07 2.75166712674170e+07 2.74536075388443e+01 1.99070713404426e+06 2.66697295178721e-05 2.15713942143732e-11 8.38160050582283e+19 2.53617886206821e+07 2.70414306194708e+04 4.72887256200335e+06 2.77265944242105e+06 4.59363349322673e-10 5.94753372600634e-09 
4.98058246544410e-13 3.59096535857732e+02 3.17994792423260e+02 8.38160050580899e+19 5.75428552472565e+07 1.33311407581683e+07 2.45767893323600e+07 9.40976897205308e+04 1.15538578486385e+08 4.49650904822195e+07 4.48620377680819e+01 3.25302163496315e+06 6.92646997837041e-05 5.60236710686856e-11 8.38160050582074e+19 4.14437893102598e+07 4.41884976607292e+04 7.72746753917298e+06 4.53081269149244e+06 1.19302536687314e-09 1.54465060389185e-08 
6.91326603631301e-13 3.59096534266649e+02 3.17994791539348e+02 8.38160050580234e+19 7.98719968146849e+07 1.85042057460960e+07 3.41136570987815e+07 1.30611703968702e+05 1.60372594577808e+08 6.24135094770720e+07 6.22704677376821e+01 4.51533613577241e+06 1.32196031112276e-04 1.06924696641561e-10 8.38160050581865e+19 5.75257899814691e+07 6.13355641796128e+04 1.07260625181293e+07 6.28896593857820e+06 2.27696381870028e-09 2.94806272114834e-08 
8.84594960718192e-13 3.59096532675565e+02 3.17994790655436e+02 8.38160050579569e+19 1.02201138382330e+08 2.36772707393981e+07 4.36505247975480e+07 1.67125718231416e+05 2.05206610892021e+08 7.98619282509607e+07 7.96788974464485e+01 5.77765063647154e+06 2.15557455924715e-04 1.74350285283932e-10 8.38160050581657e+19 7.36077906342256e+07 7.84826301737137e+04 1.37246574988804e+07 8.04711918366918e+06 3.71279314283006e-09 4.80708002228791e-08 
1.52886308865981e-12 3.59096527371624e+02 3.17994789771524e+02 8.38160050577354e+19 1.76636262959739e+08 4.09218986583237e+07 7.54420704844941e+07 2.88846707572776e+05 3.54662675534860e+08 1.38026958262373e+08 1.37710621953389e+02 9.98562866424279e+06 6.41165323955104e-04 5.18596583021257e-10 8.38160050580962e+19 1.27217810321321e+08 1.35643085930071e+05 2.37205989262881e+07 1.39079963294942e+07 1.10435243950978e-08 1.42984291989113e-07 
2.17313121660143e-12 3.59096522067682e+02 3.17994786824967e+02 8.38160050575138e+19 2.51071387539563e+08 5.81665266370253e+07 1.07233615418973e+08 4.10567697075888e+05 5.04118742655605e+08 1.96191985816196e+08 1.95742343559299e+02 1.41936066907892e+07 1.29399949748342e-03 1.04663135764735e-09 8.38160050580267e+19 1.80827829803180e+08 1.92803535849727e+05 3.37165403736587e+07 1.97688734531330e+07 2.22880331203651e-08 2.88570818132838e-07 
2.81739934454304e-12 3.59096516763741e+02 3.17994783878410e+02 8.38160050572922e+19 3.25506512121802e+08 7.54111546755045e+07 1.39025159600962e+08 5.32288686740758e+05 6.53574812254335e+08 2.54357010912353e+08 2.53774062264086e+02 1.84015847161106e+07 2.17406716666480e-03 1.75846043725446e-09 8.38160050579571e+19 2.34437849079797e+08 2.49963979932496e+05 4.37124818409929e+07 2.56297505545850e+07 3.74464423325173e-08 4.84831982195902e-07 
3.46166747248466e-12 3.59096511459801e+02 3.17994780931853e+02 8.38160050570706e+19 3.99941636706457e+08 9.26557827737613e+07 1.70816703030463e+08 6.54009676567385e+05 8.03030884331039e+08 3.12522033550852e+08 3.11805778067762e+02 2.26095627402071e+07 3.28136744677622e-03 2.65408311910514e-09 8.38160050578876e+19 2.88047868151173e+08 3.07124418178403e+05 5.37084233282905e+07 3.14906276338501e+07 5.65187359352272e-08 7.31767586969480e-07 
9.90434875190083e-12 3.59096458420415e+02 3.17994777985297e+02 8.38160050548548e+19 1.14429288268585e+09 2.65102067044062e+08 4.88732095939018e+08 1.87121958373020e+06 2.29759174138548e+09 8.94172124765904e+08 8.92122776544853e+02 6.46893429138018e+07 2.68520556701813e-02 2.17188752038389e-08 8.38160050571924e+19 8.24148047576741e+08 8.78728479613199e+05 1.53667839299248e+08 9.00993972062391e+07 4.62503140501218e-07 5.98819378182899e-06 
1.63470300313170e-11 3.59096405381067e+02 3.17994748519745e+02 8.38160050526391e+19 1.88864412890677e+09 4.37548357292067e+08 8.06647413599370e+08 3.08842950706857e+06 3.79215284623549e+09 1.47582197021711e+09 1.47243948491307e+03 1.06769122964905e+08 7.31458435963577e-02 5.91629116317104e-08 8.38160050564971e+19 1.36024820647830e+09 1.45033195736709e+06 2.53627257266538e+08 1.48708164559965e+08 1.25987222652756e-06 1.63120281597912e-05 
2.27897113107332e-11 3.59096352341757e+02 3.17994719054219e+02 8.38160050504233e+19 2.63299537536923e+09 6.09994653517769e+08 1.12456265601160e+09 4.30563944658246e+06 5.28671419888079e+09 2.05747156990476e+09 2.05275590317277e+03 1.48848902893517e+08 1.42162715430843e-01 1.14986191878207e-07 8.38160050558019e+19 1.89634834485587e+09 2.02193485144147e+06 3.53586677230160e+08 2.07316929695030e+08 2.44862490470443e-06 3.17032672848289e-05 
2.92323925901493e-11 3.59096299302483e+02 3.17994689588717e+02 8.38160050482075e+19 3.37734662207322e+09 7.82440955721163e+08 1.44247782317574e+09 5.52284940227187e+06 6.78127579932123e+09 2.63912092382901e+09 2.63307203132412e+03 1.90928682699637e+08 2.33902668590878e-01 1.89188726685271e-07 8.38160050551067e+19 2.43244846270945e+09 2.59353716183742e+06 4.53546099190112e+08 2.65925692611433e+08 4.02876027456670e-06 5.21619106713021e-05 
9.36592053843110e-11 3.59095768911800e+02 3.17994660123239e+02 8.38160050260496e+19 1.08208591023975e+10 2.50690430652702e+09 4.62162535618183e+09 1.76949498488129e+07 2.17269054324143e+10 8.45560094612810e+09 8.43621735693319e+03 6.11726474023804e+08 2.40107172148305e+00 1.94207775723596e-06 8.38160050481543e+19 7.79344851242680e+09 8.30952816385534e+06 1.45314042858781e+09 8.52013199749137e+08 4.13558531433992e-05 5.35455622389869e-04 
1.58086018178473e-10 3.59095238524848e+02 3.17994365469817e+02 8.38160050038917e+19 1.82643716068750e+10 4.23136825509837e+09 7.80076536440959e+09 2.98670519128858e+07 3.66725598448815e+10 1.42720563922262e+10 1.42393336718806e+04 1.03252425309882e+09 6.84054897542924e+00 5.53290695736098e-06 8.38160050412019e+19 1.31544465097480e+10 1.40254607992062e+07 2.45273495761852e+09 1.43810048502082e+09 1.17820238515337e-04 1.52548987872420e-03 
