Species               Population
--------------------------------------------------------------------------------------------------
O2[21.616721%]
 O2(X)                9.51481590873905e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             4.83046407164152e-02
 O2(b1Sg+)            1.97690133331382e-04
 O2(A3Su+_C3Du_c1Su-) 1.60782763489256e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[8.428203%]
 O(3P)                9.99932802547764e-01
 O(1D)                6.71974522355598e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[18.292073%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[51.663002%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99926052898441e-01
 | | CO(X,v=0,J=0)    | | 9.11165524084675e-03
 | | CO(X,v=0,J=1)    | | 2.68703570017690e-02
 | | CO(X,v=0,J=2)    | | 4.32744933547805e-02
 | | CO(X,v=0,J=3)    | | 5.75472713981764e-02
 | | CO(X,v=0,J=4)    | | 6.90858042103105e-02
 | | CO(X,v=0,J=5)    | | 7.75021066776530e-02
 | | CO(X,v=0,J=6)    | | 8.26406248723446e-02
 | | CO(X,v=0,J=7)    | | 8.45718477907751e-02
 | | CO(X,v=0,J=8)    | | 8.35646705074654e-02
 | | CO(X,v=0,J=9)    | | 8.00426596481634e-02
 | | CO(X,v=0,J=10)   | | 7.45308773797476e-02
 | | CO(X,v=0,J=11)   | | 6.76003130471140e-02
 | | CO(X,v=0,J=12)   | | 5.98163232642641e-02
 | | CO(X,v=0,J=13)   | | 5.16960318250355e-02
 | | CO(X,v=0,J=14)   | | 4.36777323350358e-02
 | | CO(X,v=0,J=15)   | | 3.61033350817911e-02
 | | CO(X,v=0,J=16)   | | 2.92131248498319e-02
 | | CO(X,v=0,J=17)   | | 2.31507715148954e-02
 | CO(X,v=1)          | 7.39409487156969e-05
 | CO(X,v=2)          | 6.15226721953737e-09
 | CO(X,v=3)          | 5.75994583836336e-13
 | CO(X,v=4)          | 6.06784734462884e-17
 | CO(X,v=5)          | 7.19256723144957e-21
 | CO(X,v=6)          | 9.59326079982808e-25
 | CO(X,v=7)          | 1.43973184145204e-28
 | CO(X,v=8)          | 2.43125216557619e-32
 | CO(X,v=9)          | 4.61967516111398e-36
 | CO(X,v=10)         | 9.87701945081121e-40
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
