Time(s)              GasTemp(K)           NearWallTemp(K)      [O2(X)](m^-3)        [O2(a1Dg)](m^-3)     [O2(b1Sg+)](m^-3)    [O2(A3Su+_C3Du_c1Su-)](m^-3) [O2(+,X)](m^-3)      [O(3P)](m^-3)        [O(1D)](m^-3)        [O(+,gnd)](m^-3)     [O(-,gnd)](m^-3)     [O3(X)](m^-3)        [O3(exc)](m^-3)      [CO2(X)](m^-3)       [CO2(e1)](m^-3)      [CO2(+,X)](m^-3)     [CO(X)](m^-3)        [CO(a3P)](m^-3)      [CO(+,X)](m^-3)      [C(X)](m^-3)        
0.00000000000000e+00 4.38766509000000e+02 3.75177429050000e+02 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 1.48074954012169e+20 1.48074954012169e-05 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
9.94814809805204e-14 4.38766507852790e+02 3.83670807890279e+02 5.66531151757402e-07 4.68555097621472e-20 1.06130854279724e-20 2.10738688080562e-20 5.53545199032844e-18 2.07707932334009e+06 2.07969859002573e+06 3.89821900093128e-10 1.06857419929010e+05 5.08220724441707e-33 1.08748147494075e-65 1.48074954012153e+20 1.17849587439867e+07 3.42744043503327e+04 2.18655602327869e+06 2.07707931001726e+06 2.58934057155177e-10 2.07538261765602e-09 
1.98962961961041e-13 4.38766506705581e+02 3.83670807192735e+02 1.78803925003435e-06 2.02052029698182e-19 4.57661321629605e-20 9.08755018130481e-20 2.46973042588543e-17 4.15415866178280e+06 4.15939716510302e+06 1.23032397032000e-09 2.13714839851598e+05 3.79557250454136e-32 2.29222410194229e-64 1.48074954012137e+20 2.35699174808951e+07 6.85488080097931e+04 4.37311204700659e+06 4.15415861973439e+06 8.17226463659680e-10 6.55015273532730e-09 
2.98444442941561e-13 4.38766505558371e+02 3.83670806495191e+02 3.67833229133033e-06 5.30501070975590e-19 1.20162030374015e-19 2.38599686741645e-19 6.60864902784356e-17 6.23123801564653e+06 6.23909572491672e+06 2.53100728948031e-09 3.20572259767631e+05 1.42080035199593e-31 1.63861047801003e-63 1.48074954012121e+20 3.53548762105911e+07 1.02823210963816e+05 6.55966807119316e+06 6.23123792914505e+06 1.68118817261926e-09 1.34748933948505e-08 
8.36657711667029e-13 4.38766499351754e+02 3.83670805797647e+02 2.48630099924226e-05 8.83156728522493e-18 2.00040888734408e-18 3.97211105725449e-18 1.15032782877190e-15 1.74686229295275e+07 1.74906505261658e+07 1.71078775196467e-08 8.98690726471529e+05 7.45150984430396e-30 6.80084402640520e-61 1.48074954012034e+20 9.91136892623415e+07 2.88254078255253e+05 1.83893418373776e+07 1.74686223448367e+07 1.13636806604808e-08 9.10810603622569e-08 
1.37487098039250e-12 4.38766493145138e+02 3.83670802023803e+02 6.53484637051936e-05 3.38010701454469e-17 7.65616781005496e-18 1.52024662767815e-17 4.43791235383995e-15 2.87060082884506e+07 2.87422048869162e+07 4.49653319057702e-08 1.47680919298622e+06 4.22997706832328e-29 8.71209445921977e-60 1.48074954011947e+20 1.62872502105944e+08 4.73684925188155e+05 3.02190156167992e+07 2.87060067516841e+07 2.98676229355034e-08 2.39392065514990e-07 
1.91308424911796e-12 4.38766486938521e+02 3.83670798249959e+02 1.25380770568321e-04 8.53443858305454e-17 1.93310725713322e-17 3.83847356211815e-17 1.12455680315799e-14 3.99433940980900e+07 3.99937588015517e+07 8.62726919395726e-08 2.05492765930930e+06 1.42194834979857e-28 5.20614884826864e-59 1.48074954011860e+20 2.26631314738746e+08 6.59115751502964e+05 4.20486894096265e+07 3.99433911495744e+07 5.73054825173695e-08 4.59309365263497e-07 
2.45129751784343e-12 4.38766480731906e+02 3.83670794476116e+02 2.05046533905055e-04 1.73852650879841e-16 3.93787849110479e-17 7.81924662427122e-17 2.29518423854923e-14 5.11807803604426e+07 5.12453122680959e+07 1.41089547449850e-07 2.63304612543990e+06 3.63005372620433e-28 2.07958163523116e-58 1.48074954011773e+20 2.90390127159812e+08 8.44546557108332e+05 5.38783632159191e+07 5.11807755384680e+07 9.37168390132771e-08 7.51150212940315e-07 
4.29339263718825e-12 4.38766459489071e+02 3.83670790702274e+02 6.26453382659914e-04 9.59152701267781e-16 2.17254484314902e-16 4.31391255362823e-16 1.26944783279629e-13 8.96419953412931e+07 8.97550092656660e+07 4.31053463560167e-07 4.61172124543353e+06 3.79954959285958e-27 7.92185299138583e-57 1.48074954011475e+20 5.08611793435068e+08 1.47920407558351e+06 9.43667452443308e+07 8.96419806093102e+07 2.86321391418766e-07 2.29489650906587e-06 
6.13548775653308e-12 4.38766438246241e+02 3.83670777785876e+02 1.27804303443453e-03 2.72845834229077e-15 6.18014014400710e-16 1.22715918522232e-15 3.61343967293445e-13 1.28103215629754e+08 1.28264701009811e+08 8.79402778839341e-07 6.59039636317066e+06 1.48017468283455e-26 5.67098915965283e-56 1.48074954011177e+20 7.26833457227939e+08 2.11386135126121e+06 1.34855127430609e+08 1.28103185574675e+08 5.84131156910806e-07 4.68187495826703e-06 
