Species               Population
--------------------------------------------------------------------------------------------------
O2[89.174523%]
 O2(X)                8.95951615896864e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             9.99991400513849e-02
 O2(b1Sg+)            4.02971565023373e-03
 O2(A3Su+_C3Du_c1Su-) 1.95284015170716e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[10.825477%]
 O(3P)                9.99985645686747e-01
 O(1D)                1.43543132534033e-05
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[0.000000%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[0.000000%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.98644782026210e-01
 | | CO(X,v=0,J=0)    | | 6.94746358821937e-03
 | | CO(X,v=0,J=1)    | | 2.05958020415812e-02
 | | CO(X,v=0,J=2)    | | 3.35189038962666e-02
 | | CO(X,v=0,J=3)    | | 4.52805161422417e-02
 | | CO(X,v=0,J=4)    | | 5.55111900180088e-02
 | | CO(X,v=0,J=5)    | | 6.39273332005527e-02
 | | CO(X,v=0,J=6)    | | 7.03435536106261e-02
 | | CO(X,v=0,J=7)    | | 7.46776142812535e-02
 | | CO(X,v=0,J=8)    | | 7.69480283872528e-02
 | | CO(X,v=0,J=9)    | | 7.72649895268219e-02
 | | CO(X,v=0,J=10)   | | 7.58158821770862e-02
 | | CO(X,v=0,J=11)   | | 7.28469977251952e-02
 | | CO(X,v=0,J=12)   | | 6.86432644524456e-02
 | | CO(X,v=0,J=13)   | | 6.35077838471019e-02
 | | CO(X,v=0,J=14)   | | 5.77427735021582e-02
 | | CO(X,v=0,J=15)   | | 5.16331902197435e-02
 | | CO(X,v=0,J=16)   | | 4.54338985013178e-02
 | | CO(X,v=0,J=17)   | | 3.93608148821268e-02
 | CO(X,v=1)          | 1.35322458688522e-03
 | CO(X,v=2)          | 1.99020455664235e-06
 | CO(X,v=3)          | 3.17683417513648e-09
 | CO(X,v=4)          | 5.50377117519087e-12
 | CO(X,v=5)          | 1.03489237284005e-14
 | CO(X,v=6)          | 2.11202471755011e-17
 | CO(X,v=7)          | 4.67812476706083e-20
 | CO(X,v=8)          | 1.12464018589380e-22
 | CO(X,v=9)          | 2.93443428802661e-25
 | CO(X,v=10)         | 8.31006025891745e-28
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
