Species               Population
--------------------------------------------------------------------------------------------------
O2[46.926515%]
 O2(X)                9.33893318118721e-01
 | O2(X,v=0)          | 1.00000000000000e+00
 | O2(X,v=1)          | 0.00000000000000e+00
 | O2(X,v=2)          | 0.00000000000000e+00
 | O2(X,v=3)          | 0.00000000000000e+00
 | O2(X,v=4)          | 0.00000000000000e+00
 O2(a1Dg)             6.57593406856235e-02
 O2(b1Sg+)            3.25662329381597e-04
 O2(A3Su+_C3Du_c1Su-) 2.16788662741845e-05
 O2(9.97eV)           0.00000000000000e+00
 O2(14.7eV)           0.00000000000000e+00
 O2(+,X)              0.00000000000000e+00
O[10.913347%]
 O(3P)                9.99892395725514e-01
 O(1D)                1.07604274485856e-04
 O(1S)                0.00000000000000e+00
 O(4S0)               0.00000000000000e+00
 O(2D0)               0.00000000000000e+00
 O(2P0)               0.00000000000000e+00
 O(3P0)               0.00000000000000e+00
 O(-,gnd)             0.00000000000000e+00
 O(+,gnd)             0.00000000000000e+00
CO2[21.699441%]
 CO2(X)               1.00000000000000e+00
 | CO2(X,v=00001)     | 9.19698215000000e-01
 | CO2(X,v=01101)     | 7.41884390000000e-02
 | CO2(X,v=02201)     | 2.87871000000000e-03
 | CO2(X,v=10002)     | 2.87871000000000e-03
 | CO2(X,v=03301)     | 1.07463000000000e-04
 | CO2(X,v=11102)     | 2.14927000000000e-04
 | CO2(X,v=00011)     | 1.18866000000000e-05
 | CO2(X,v=04401)     | 3.71299000000000e-06
 | CO2(X,v=12202)     | 7.42598000000000e-06
 | CO2(X,v=20003)     | 5.56949000000000e-06
 | CO2(X,v=01111)     | 3.71299000000000e-06
 | CO2(X,v=05501)     | 1.49756000000000e-07
 | CO2(X,v=13302)     | 2.99512000000000e-07
 | CO2(X,v=21103)     | 4.49269000000000e-07
 | CO2(X,v=02211)     | 1.49756000000000e-07
 | CO2(X,v=10012)     | 1.49756000000000e-07
 | CO2(X,v=30004)     | 0.00000000000000e+00
 | CO2(X,v=06601)     | 0.00000000000000e+00
 | CO2(X,v=14402)     | 1.20802000000000e-08
 | CO2(X,v=22203)     | 1.78208001000000e-08
 | CO2(X,v=0n0+n00)   | 0.00000000000000e+00
 CO2(e1)              0.00000000000000e+00
 CO2(+,X)             0.00000000000000e+00
CO[20.460697%]
 CO(X)                1.00000000000000e+00
 | CO(X,v=0)          | 9.99983959421621e-01
 | | CO(X,v=0,J=0)    | | 1.03245775782727e-02
 | | CO(X,v=0,J=1)    | | 3.03635343944219e-02
 | | CO(X,v=0,J=2)    | | 4.86316075758920e-02
 | | CO(X,v=0,J=3)    | | 6.41391191548533e-02
 | | CO(X,v=0,J=4)    | | 7.61557267652100e-02
 | | CO(X,v=0,J=5)    | | 8.42648836728617e-02
 | | CO(X,v=0,J=6)    | | 8.83791768195150e-02
 | | CO(X,v=0,J=7)    | | 8.87174999370333e-02
 | | CO(X,v=0,J=8)    | | 8.57506004447701e-02
 | | CO(X,v=0,J=9)    | | 8.01255158342250e-02
 | | CO(X,v=0,J=10)   | | 7.25812256898054e-02
 | | CO(X,v=0,J=11)   | | 6.38674212930004e-02
 | | CO(X,v=0,J=12)   | | 5.46760173877397e-02
 | | CO(X,v=0,J=13)   | | 4.55915884686288e-02
 | | CO(X,v=0,J=14)   | | 3.70631075231636e-02
 | | CO(X,v=0,J=15)   | | 2.93959279344530e-02
 | | CO(X,v=0,J=16)   | | 2.27603976372827e-02
 | | CO(X,v=0,J=17)   | | 1.72120718888714e-02
 | CO(X,v=1)          | 1.60402833233673e-05
 | CO(X,v=2)          | 2.95049683608463e-10
 | CO(X,v=3)          | 6.22361026186878e-15
 | CO(X,v=4)          | 1.50540633720989e-19
 | CO(X,v=5)          | 4.17569921944613e-24
 | CO(X,v=6)          | 1.32821626311032e-28
 | CO(X,v=7)          | 4.84476254026737e-33
 | CO(X,v=8)          | 2.02647063193653e-37
 | CO(X,v=9)          | 9.72013394650461e-42
 | CO(X,v=10)         | 5.34648437424913e-46
 CO(a3P)              0.00000000000000e+00
 CO(a'3Su+)           0.00000000000000e+00
 CO(A1P)              0.00000000000000e+00
 CO(b3Su+)            0.00000000000000e+00
 CO(B1Su+)            0.00000000000000e+00
 CO(C1Su+)            0.00000000000000e+00
 CO(E1P)              0.00000000000000e+00
 CO(+,X)              0.00000000000000e+00
C[0.000000%]
 C(X)                 0.00000000000000e+00
O3[0.000000%]
 O3(X)                0.00000000000000e+00
